iteration 1000, accuracy:0.4372955288985823, max accuracy:0.4372955288985823, loss:3967.033447265625, min Loss:3963.8896484375
iteration 2000, accuracy:0.4743729552889858, max accuracy:0.4743729552889858, loss:3571.115478515625, min Loss:3571.115478515625
iteration 3000, accuracy:0.46455834242093785, max accuracy:0.4743729552889858, loss:3411.14306640625, min Loss:3410.905517578125
iteration 4000, accuracy:0.44929116684841874, max accuracy:0.4743729552889858, loss:3350.63330078125, min Loss:3350.63330078125
iteration 5000, accuracy:0.42857142857142855, max accuracy:0.4743729552889858, loss:3313.2587890625, min Loss:3312.086669921875
iteration 6000, accuracy:0.4154852780806979, max accuracy:0.4743729552889858, loss:3281.780029296875, min Loss:3280.49365234375
iteration 7000, accuracy:0.3925845147219193, max accuracy:0.4743729552889858, loss:3252.124267578125, min Loss:3246.76025390625
iteration 8000, accuracy:0.3893129770992366, max accuracy:0.4743729552889858, loss:3210.07861328125, min Loss:3209.048828125
iteration 9000, accuracy:0.4078516902944384, max accuracy:0.4743729552889858, loss:3157.493408203125, min Loss:3156.56787109375
iteration 10000, accuracy:0.40130861504907306, max accuracy:0.4743729552889858, loss:3096.12158203125, min Loss:3095.461181640625
iteration 11000, accuracy:0.3914940021810251, max accuracy:0.4743729552889858, loss:3017.737548828125, min Loss:3014.519287109375
iteration 12000, accuracy:0.386041439476554, max accuracy:0.4743729552889858, loss:2934.26171875, min Loss:2933.9169921875
iteration 13000, accuracy:0.35877862595419846, max accuracy:0.4743729552889858, loss:2893.63623046875, min Loss:2841.466552734375
iteration 14000, accuracy:0.3914940021810251, max accuracy:0.4743729552889858, loss:2740.7431640625, min Loss:2740.322265625
iteration 15000, accuracy:0.37949836423118866, max accuracy:0.4743729552889858, loss:2653.25048828125, min Loss:2652.99267578125
iteration 16000, accuracy:0.35659760087241005, max accuracy:0.4743729552889858, loss:2570.32275390625, min Loss:2570.32275390625
iteration 17000, accuracy:0.37731733914940024, max accuracy:0.4743729552889858, loss:2548.6171875, min Loss:2503.607666015625
iteration 18000, accuracy:0.3238822246455834, max accuracy:0.4743729552889858, loss:2483.060546875, min Loss:2443.8193359375
iteration 19000, accuracy:0.33151581243184297, max accuracy:0.4743729552889858, loss:2346.799560546875, min Loss:2339.723388671875
iteration 20000, accuracy:0.311886586695747, max accuracy:0.4743729552889858, loss:2334.6982421875, min Loss:2299.3583984375
iteration 21000, accuracy:0.3282442748091603, max accuracy:0.4743729552889858, loss:2272.8271484375, min Loss:2245.20751953125
