iteration 1000, accuracy:0.4156769596199525, max accuracy:0.4156769596199525, loss:4661.31689453125, min Loss:4655.919921875
iteration 2000, accuracy:0.2992874109263658, max accuracy:0.4156769596199525, loss:3717.7587890625, min Loss:3692.831298828125
iteration 3000, accuracy:0.32066508313539194, max accuracy:0.4156769596199525, loss:3690.64208984375, min Loss:3605.7939453125
iteration 4000, accuracy:0.36104513064133015, max accuracy:0.4156769596199525, loss:3562.5068359375, min Loss:3558.6796875
iteration 5000, accuracy:0.39311163895486934, max accuracy:0.4156769596199525, loss:3529.43408203125, min Loss:3526.93408203125
iteration 6000, accuracy:0.36342042755344417, max accuracy:0.4156769596199525, loss:3509.177734375, min Loss:3498.977783203125
iteration 7000, accuracy:0.2589073634204275, max accuracy:0.4156769596199525, loss:3512.388671875, min Loss:3471.445068359375
iteration 8000, accuracy:0.34085510688836107, max accuracy:0.4156769596199525, loss:3484.6845703125, min Loss:3437.021484375
iteration 9000, accuracy:0.3847980997624703, max accuracy:0.4156769596199525, loss:3417.346923828125, min Loss:3404.75390625
iteration 10000, accuracy:0.3752969121140142, max accuracy:0.4156769596199525, loss:3412.539794921875, min Loss:3369.938720703125
iteration 11000, accuracy:0.38717339667458434, max accuracy:0.4156769596199525, loss:3341.491943359375, min Loss:3338.484375
iteration 12000, accuracy:0.39548693586698336, max accuracy:0.4156769596199525, loss:3303.576171875, min Loss:3302.756103515625
iteration 13000, accuracy:0.3990498812351544, max accuracy:0.4156769596199525, loss:3274.433349609375, min Loss:3265.003662109375
iteration 14000, accuracy:0.4144893111638955, max accuracy:0.4156769596199525, loss:3234.223388671875, min Loss:3232.08349609375
iteration 15000, accuracy:0.42874109263657956, max accuracy:0.42874109263657956, loss:3209.982666015625, min Loss:3198.249267578125
iteration 16000, accuracy:0.38954869358669836, max accuracy:0.42874109263657956, loss:3167.376953125, min Loss:3163.800537109375
iteration 17000, accuracy:0.34441805225653205, max accuracy:0.42874109263657956, loss:3165.00830078125, min Loss:3130.865966796875
iteration 18000, accuracy:0.3824228028503563, max accuracy:0.42874109263657956, loss:3104.640380859375, min Loss:3095.332275390625
iteration 19000, accuracy:0.3847980997624703, max accuracy:0.42874109263657956, loss:3095.033935546875, min Loss:3048.39990234375
iteration 20000, accuracy:0.42874109263657956, max accuracy:0.42874109263657956, loss:3077.10205078125, min Loss:2997.475830078125
iteration 21000, accuracy:0.40380047505938244, max accuracy:0.42874109263657956, loss:2979.70166015625, min Loss:2940.93701171875
iteration 22000, accuracy:0.39429928741092635, max accuracy:0.42874109263657956, loss:2949.133544921875, min Loss:2883.96240234375
iteration 23000, accuracy:0.42992874109263657, max accuracy:0.42992874109263657, loss:2884.28955078125, min Loss:2814.271484375
iteration 24000, accuracy:0.38954869358669836, max accuracy:0.42992874109263657, loss:2781.88330078125, min Loss:2740.306640625
iteration 25000, accuracy:0.4085510688836104, max accuracy:0.42992874109263657, loss:2739.91357421875, min Loss:2668.29443359375
iteration 26000, accuracy:0.28978622327790976, max accuracy:0.42992874109263657, loss:2700.693115234375, min Loss:2593.569091796875
iteration 27000, accuracy:0.38954869358669836, max accuracy:0.42992874109263657, loss:2609.01416015625, min Loss:2515.045166015625
iteration 28000, accuracy:0.3586698337292161, max accuracy:0.42992874109263657, loss:2626.5966796875, min Loss:2445.302001953125
iteration 29000, accuracy:0.42992874109263657, max accuracy:0.42992874109263657, loss:2603.564697265625, min Loss:2382.2705078125
iteration 30000, accuracy:0.36104513064133015, max accuracy:0.42992874109263657, loss:2437.831298828125, min Loss:2323.431884765625
iteration 31000, accuracy:0.33729216152019004, max accuracy:0.42992874109263657, loss:2580.96044921875, min Loss:2274.424072265625
iteration 32000, accuracy:0.36223277909738716, max accuracy:0.42992874109263657, loss:2293.767578125, min Loss:2210.18212890625
