iteration 1000, accuracy:0.33377135348226017, max accuracy:0.33377135348226017, loss:3171.368408203125, min Loss:3171.368408203125
iteration 2000, accuracy:0.36530880420499345, max accuracy:0.36530880420499345, loss:3128.090576171875, min Loss:3128.090576171875
iteration 3000, accuracy:0.3955321944809461, max accuracy:0.3955321944809461, loss:3043.42041015625, min Loss:3042.865478515625
iteration 4000, accuracy:0.38370565045992117, max accuracy:0.3955321944809461, loss:2926.251708984375, min Loss:2921.14404296875
iteration 5000, accuracy:0.40341655716162944, max accuracy:0.40341655716162944, loss:2802.709228515625, min Loss:2800.589599609375
iteration 6000, accuracy:0.4007884362680683, max accuracy:0.40341655716162944, loss:2713.57275390625, min Loss:2695.703857421875
iteration 7000, accuracy:0.4099868593955322, max accuracy:0.4099868593955322, loss:2619.130859375, min Loss:2612.532470703125
iteration 8000, accuracy:0.41655716162943496, max accuracy:0.41655716162943496, loss:2537.947998046875, min Loss:2537.947998046875
iteration 9000, accuracy:0.39421813403416556, max accuracy:0.41655716162943496, loss:2531.59765625, min Loss:2472.916015625
iteration 10000, accuracy:0.4073587385019711, max accuracy:0.41655716162943496, loss:2432.451416015625, min Loss:2412.078125
iteration 11000, accuracy:0.36268068331143233, max accuracy:0.41655716162943496, loss:2427.923828125, min Loss:2356.576416015625
iteration 12000, accuracy:0.38107752956636004, max accuracy:0.41655716162943496, loss:2312.4375, min Loss:2307.70361328125
iteration 13000, accuracy:0.3403416557161629, max accuracy:0.41655716162943496, loss:2261.910400390625, min Loss:2257.111328125
iteration 14000, accuracy:0.36530880420499345, max accuracy:0.41655716162943496, loss:2220.894775390625, min Loss:2212.6318359375
iteration 15000, accuracy:0.3587385019710907, max accuracy:0.41655716162943496, loss:2217.5361328125, min Loss:2171.386474609375
iteration 16000, accuracy:0.3495400788436268, max accuracy:0.41655716162943496, loss:2156.655029296875, min Loss:2131.518310546875
iteration 17000, accuracy:0.36136662286465177, max accuracy:0.41655716162943496, loss:2098.05517578125, min Loss:2092.966552734375
iteration 18000, accuracy:0.3600525624178712, max accuracy:0.41655716162943496, loss:2092.514892578125, min Loss:2055.746826171875
iteration 19000, accuracy:0.3692509855453351, max accuracy:0.41655716162943496, loss:2019.6768798828125, min Loss:2019.6768798828125
iteration 20000, accuracy:0.3587385019710907, max accuracy:0.41655716162943496, loss:2031.5634765625, min Loss:1984.7169189453125
iteration 21000, accuracy:0.3600525624178712, max accuracy:0.41655716162943496, loss:1971.242431640625, min Loss:1949.8414306640625
iteration 22000, accuracy:0.36530880420499345, max accuracy:0.41655716162943496, loss:1934.40771484375, min Loss:1914.40283203125
iteration 23000, accuracy:0.36136662286465177, max accuracy:0.41655716162943496, loss:1975.7418212890625, min Loss:1879.7410888671875
iteration 24000, accuracy:0.36662286465177396, max accuracy:0.41655716162943496, loss:1915.7154541015625, min Loss:1845.787353515625
iteration 25000, accuracy:0.35216819973718794, max accuracy:0.41655716162943496, loss:1833.1746826171875, min Loss:1808.866943359375
iteration 26000, accuracy:0.3180026281208936, max accuracy:0.41655716162943496, loss:1788.41357421875, min Loss:1778.0927734375
iteration 27000, accuracy:0.31537450722733246, max accuracy:0.41655716162943496, loss:1788.3887939453125, min Loss:1747.6334228515625
iteration 28000, accuracy:0.33902759526938236, max accuracy:0.41655716162943496, loss:1716.5611572265625, min Loss:1714.31005859375
iteration 29000, accuracy:0.33771353482260186, max accuracy:0.41655716162943496, loss:1841.638427734375, min Loss:1683.488037109375
iteration 30000, accuracy:0.33508541392904073, max accuracy:0.41655716162943496, loss:1696.9364013671875, min Loss:1653.5582275390625
