iteration 1000, accuracy:0.39748953974895396, max accuracy:0.39748953974895396, loss:8004.986328125, min Loss:8004.986328125
iteration 2000, accuracy:0.40446304044630405, max accuracy:0.40446304044630405, loss:7928.49609375, min Loss:7928.06591796875
iteration 3000, accuracy:0.39191073919107394, max accuracy:0.40446304044630405, loss:7823.345703125, min Loss:7823.345703125
iteration 4000, accuracy:0.4407252440725244, max accuracy:0.4407252440725244, loss:7706.7744140625, min Loss:7689.36669921875
iteration 5000, accuracy:0.41701534170153415, max accuracy:0.4407252440725244, loss:7556.49951171875, min Loss:7553.3017578125
iteration 6000, accuracy:0.4393305439330544, max accuracy:0.4407252440725244, loss:7446.66455078125, min Loss:7429.35400390625
iteration 7000, accuracy:0.43375174337517436, max accuracy:0.4407252440725244, loss:7317.00830078125, min Loss:7314.82470703125
iteration 8000, accuracy:0.4351464435146444, max accuracy:0.4407252440725244, loss:7232.49267578125, min Loss:7221.185546875
iteration 9000, accuracy:0.4435146443514644, max accuracy:0.4435146443514644, loss:7166.6767578125, min Loss:7146.904296875
iteration 10000, accuracy:0.4351464435146444, max accuracy:0.4435146443514644, loss:7115.99658203125, min Loss:7096.64306640625
iteration 11000, accuracy:0.4560669456066946, max accuracy:0.4560669456066946, loss:7041.90087890625, min Loss:7035.271484375
iteration 12000, accuracy:0.44490934449093444, max accuracy:0.4560669456066946, loss:7006.142578125, min Loss:6981.49658203125
iteration 13000, accuracy:0.400278940027894, max accuracy:0.4560669456066946, loss:6955.84619140625, min Loss:6917.873046875
iteration 14000, accuracy:0.4211994421199442, max accuracy:0.4560669456066946, loss:6881.56103515625, min Loss:6860.525390625
iteration 15000, accuracy:0.400278940027894, max accuracy:0.4560669456066946, loss:6822.1083984375, min Loss:6807.11572265625
iteration 16000, accuracy:0.4407252440725244, max accuracy:0.4560669456066946, loss:6785.693359375, min Loss:6756.3466796875
iteration 17000, accuracy:0.4225941422594142, max accuracy:0.4560669456066946, loss:6783.384765625, min Loss:6707.9208984375
iteration 18000, accuracy:0.3612273361227336, max accuracy:0.4560669456066946, loss:6680.939453125, min Loss:6664.0
iteration 19000, accuracy:0.4086471408647141, max accuracy:0.4560669456066946, loss:6650.7021484375, min Loss:6618.6806640625
iteration 20000, accuracy:0.41562064156206413, max accuracy:0.4560669456066946, loss:6603.9404296875, min Loss:6572.01318359375
