12,[564.7824, 71.3288,-55.658 , 63.0871],[0.3816,0.7729,0.9425,0.3538,0.566 ]
1998,[0.,0.,0.,0.],[-0.1053,-0.1935, 0.0373,-0.0878,-0.4885]
1999,[0.,0.,0.,0.],[-39.4967,-39.674 ,-38.6966,-38.8192,-40.2812]
2000,[0.,0.,0.,0.],[ 0.026 , 0.1045, 0.5947,-0.0803, 0.6483]
2002,[0.,0.,0.,0.],[-0.0208,-0.1255,-0.657 ,-0.4533,-0.4289]
2043,[0.,0.,0.,0.],[ 0.0847,-0.2097, 0.8707,-0.4442, 0.3358]
2045,[0.,0.,0.,0.],[-0.6974,-0.7339, 0.2153,-0.2058, 0.3708]
2078,[0.,0.,0.,0.],[ 1.4765, 2.0271,-0.3113, 0.3805,-0.0541]
2079,[0.,0.,0.,0.],[-1.4413,-0.1882,-1.7967,-1.1453,-1.087 ]
2099,[0.,0.,0.,0.],[ 0.2251,-0.3121, 1.839 , 1.6099,-1.0588]
2100,[0.,0.,0.,0.],[ 0.5691, 0.5569,-0.1558,-0.8763, 1.4698]
2102,[0.,0.,0.,0.],[-0.1594, 0.3795,-0.4519,-0.0411,-0.0491]
2110,[854.0999, 21.2595,-18.562 , 30.7565],[ 0.0639,-0.8287, 0.4582,-0.4456, 0.5814]
2112,[1224.336 ,  34.4546, -34.1137,  49.9766],[ 0.0651, 1.1856,-0.3946,-0.178 , 1.0256]
2114,[0.,0.,0.,0.],[-0.008 ,-0.0711,-0.4548,-0.2222, 0.3937]
2120,[0.,0.,0.,0.],[-0.0168, 0.7835,-0.5047,-0.1185, 0.1631]
2121,[0.,0.,0.,0.],[ 0.1632, 0.6356, 1.477 ,-0.3568, 0.3928]
2123,[0.,0.,0.,0.],[-0.4971,-0.3784, 1.6827,-0.3338, 0.2723]
2132,[0.,0.,0.,0.],[ 0.3297,-0.0067, 0.6473,-0.1047, 0.791 ]
2141,[0.,0.,0.,0.],[0.2914,0.553 ,0.3919,0.0715,0.5804]
2143,[0.,0.,0.,0.],[ 0.3514,-0.2346, 0.5158,-0.1676, 1.2344]
2145,[0.,0.,0.,0.],[-0.4216,-0.6235, 0.976 ,-0.7468, 0.2117]
2163,[0.,0.,0.,0.],[0.6507,0.4101,0.6036,0.5861,0.7414]
2165,[0.,0.,0.,0.],[ 0.7205,-0.5675, 1.4746, 0.2379, 1.4335]
2167,[0.,0.,0.,0.],[-0.5224,-1.2163, 0.6242, 0.0227,-0.1033]
2176,[0.,0.,0.,0.],[0.338 ,1.4774,0.9527,0.564 ,1.1364]
2178,[0.,0.,0.,0.],[0.8162,2.5328,0.0173,0.093 ,1.5495]
2179,[0.,0.,0.,0.],[-1.2392,-0.0699,-1.5568,-1.6094,-0.4825]
2185,[0.,0.,0.,0.],[0.6462,0.4118,0.563 ,0.4779,0.6184]
2187,[0.,0.,0.,0.],[ 0.8559,-0.1243, 2.3602,-0.1419, 1.1836]
2198,[0.,0.,0.,0.],[0.5762,1.1753,0.1914,0.7431,0.3595]
2199,[0.,0.,0.,0.],[-1.498 ,-1.6314,-1.6341,-1.5996,-2.9914]
2200,[3717.7132,  66.996 , -51.3445,  97.2273],[ 0.0715, 0.4814, 0.2674,-0.6197, 1.6243]
2201,[0.,0.,0.,0.],[-0.2357,-1.3912,-0.0196,-0.6503, 0.8082]
2202,[0.,0.,0.,0.],[-0.1969, 0.4499,-1.3069,-0.8443,-0.014 ]
2203,[0.,0.,0.,0.],[-0.4167,-1.0069,-0.3422,-0.6003,-0.6347]
2210,[437.588 , 10.0867, -8.6055, 14.5845],[ 0.3035,-1.0743, 1.1849,-0.6173,-0.1495]
2212,[0.,0.,0.,0.],[ 0.0991, 1.1614,-0.0313,-0.1483, 1.6778]
2214,[0.,0.,0.,0.],[-0.301 , 1.2493,-0.9653,-0.7669,-0.1415]
2220,[0.,0.,0.,0.],[-0.6642, 0.2369,-0.7412,-0.5497, 0.0332]
2221,[0.,0.,0.,0.],[ 0.2975,-0.1683,-0.1087,-0.9592, 0.4729]
2223,[0.,0.,0.,0.],[ 0.1273,-0.6113, 0.6127,-0.2227,-0.2844]
2232,[0.,0.,0.,0.],[ 0.6773, 0.1325, 1.7836,-0.3767, 0.9149]
2234,[0.,0.,0.,0.],[ 1.1509, 1.4348,-0.5295,-0.0051, 0.7473]
2236,[0.,0.,0.,0.],[ 0.0747, 0.4328,-0.5819,-0.3657, 0.4198]
2241,[0.,0.,0.,0.],[ 0.4174, 1.2314, 0.0244,-0.1505, 0.7587]
2243,[0.,0.,0.,0.],[ 0.1436,-0.2649, 2.7238,-0.6431, 0.6562]
2245,[0.,0.,0.,0.],[ 0.1166,-0.5817, 0.4749,-0.1205, 0.0967]
2252,[0.,0.,0.,0.],[-0.1295,-0.8501, 0.632 ,-0.3027,-0.1364]
2254,[0.,0.,0.,0.],[1.1498,1.6722,2.7005,0.5733,1.3099]
2256,[0.,0.,0.,0.],[ 0.8136, 2.8022,-0.066 ,-0.2086, 1.2871]
2258,[0.,0.,0.,0.],[ 0.2085, 1.1862,-0.7932,-0.5984,-0.4585]
2261,[0.,0.,0.,0.],[0.2278,0.4057,0.0937,0.0819,0.1135]
2263,[0.,0.,0.,0.],[0.4493,0.3418,0.9454,0.3657,1.6231]
2265,[0.,0.,0.,0.],[ 1.0327,-0.8139, 2.0343,-0.1309, 0.8597]
2267,[0.,0.,0.,0.],[ 0.4013,-1.1547, 0.9158,-0.9341, 0.5237]
2274,[0.,0.,0.,0.],[-0.1823, 0.0379, 0.2079,-0.0186,-0.0458]
2276,[0.,0.,0.,0.],[0.836 ,1.7889,0.5402,0.9954,1.6972]
2278,[0.,0.,0.,0.],[ 3.0212, 2.6025,-0.7511, 0.6606, 1.4076]
2279,[0.,0.,0.,0.],[-0.2907, 0.798 ,-1.4541,-0.1426, 0.0937]
2285,[0.,0.,0.,0.],[0.566 ,0.2991,1.1045,0.7653,0.4987]
2287,[0.,0.,0.,0.],[-0.0505, 0.0114, 3.0627, 0.2694, 0.8573]
2289,[0.,0.,0.,0.],[ 1.2117,-0.5015,-0.1781,-0.7166,-0.6541]
2298,[0.,0.,0.,0.],[-0.0709, 0.2795,-0.0898, 0.3075,-0.6013]
2299,[0.,0.,0.,0.],[-2.8341,-1.3553,-3.1154,-1.8926,-3.9787]
2300,[3502.8726,  47.7734, -48.5786,  55.8275],[ 1.7722, 1.1314, 0.3146,-0.2514, 4.4785]
2301,[1632.052 , -33.5351,  58.7658,  25.012 ],[ 0.1278,-1.5392, 0.0904,-0.6375,-0.6018]
2302,[1032.9041,  15.0855, -22.7015,  10.6679],[-0.9969, 0.4664,-1.8251,-1.6443,-0.1006]
2303,[0.,0.,0.,0.],[-0.1889,-0.7916,-0.4557,-0.7863,-0.7199]
2304,[0.,0.,0.,0.],[-0.574 ,-0.3325,-0.6906,-0.6404,-0.1082]
2310,[0.,0.,0.,0.],[-0.4214,-1.4911,-0.4201,-1.5927,-0.7624]
2311,[0.,0.,0.,0.],[-0.3853,-0.9418,-0.4127,-0.9331,-0.7526]
2312,[402.3831, 14.6151,-20.3783,  5.3326],[ 1.0355, 2.3409,-0.5666,-0.8068, 1.8053]
2314,[0.,0.,0.,0.],[-0.424 ,-0.1077,-1.9672,-1.0388, 0.276 ]
2316,[0.,0.,0.,0.],[-0.6921,-0.3786,-0.5887,-0.5314,-0.6275]
2320,[0.,0.,0.,0.],[-1.181 ,-0.1478,-1.399 ,-0.4122, 0.6366]
2321,[10288.8746, -300.9363,  385.7986,  163.6171],[-0.0587, 0.0058, 4.3036,-0.4294, 4.5139]
2323,[0.,0.,0.,0.],[-0.2122,-1.0389,-0.2492,-0.3915, 0.4061]
2332,[0.,0.,0.,0.],[ 0.4397,-0.0528, 1.0947, 0.1137, 1.1216]
2334,[0.,0.,0.,0.],[ 0.5089, 3.1699,-0.2925, 0.3541, 0.4265]
2336,[0.,0.,0.,0.],[-0.1404, 0.6518,-0.8095,-0.0802,-1.0131]
2340,[0.,0.,0.,0.],[-0.2268, 0.0591,-0.1397,-0.1923, 0.1041]
2341,[0.,0.,0.,0.],[ 0.7699, 1.3972, 0.2086,-0.3027, 0.455 ]
2343,[0.,0.,0.,0.],[ 1.9229,-0.6945, 2.4379,-0.2059, 2.7587]
2345,[0.,0.,0.,0.],[ 0.8989,-0.809 ,-0.0746, 0.456 ,-0.1773]
2352,[0.,0.,0.,0.],[ 0.1767,-0.7403, 0.5542,-0.7724,-0.2248]
2354,[0.,0.,0.,0.],[2.2429,1.205 ,1.5742,0.9947,2.0863]
2356,[0.,0.,0.,0.],[ 0.6708, 2.3482,-0.861 , 1.3398, 2.1635]
2358,[0.,0.,0.,0.],[-0.7395, 0.9624,-0.4204, 0.0757,-0.0015]
2361,[0.,0.,0.,0.],[-0.0845, 0.4902,-0.0436, 0.0308, 0.3419]
2363,[0.,0.,0.,0.],[0.6467,0.9022,0.6277,0.9783,0.9868]
2365,[0.,0.,0.,0.],[ 0.3115,-0.0067, 4.7093, 0.7089, 0.4878]
2367,[0.,0.,0.,0.],[-0.466 ,-1.1428, 1.033 , 0.8336, 0.4456]
2374,[0.,0.,0.,0.],[-0.2539,-0.4178, 0.3842,-0.1506,-0.3378]
2376,[0.,0.,0.,0.],[1.4093,1.2456,0.2969,1.0443,0.5745]
2378,[0.,0.,0.,0.],[ 0.704 , 2.7745,-0.5026, 1.5772, 0.7746]
2379,[0.,0.,0.,0.],[-0.4189, 1.071 ,-0.3129,-0.387 ,-0.3619]
2383,[0.,0.,0.,0.],[0.2356,0.2765,0.2114,0.163 ,0.1957]
2385,[0.,0.,0.,0.],[0.8457,0.6202,1.2936,0.5831,0.467 ]
2387,[0.,0.,0.,0.],[ 0.7148,-0.455 , 2.2209, 0.9726, 1.1365]
2389,[0.,0.,0.,0.],[ 0.539 ,-1.4914, 1.2643, 0.6232, 0.3499]
2398,[0.,0.,0.,0.],[-0.1223, 0.3308,-0.0945, 0.263 ,-0.0008]
2399,[ 810.375 , 215.9303,-200.0089,  11.6653],[-2.151 ,-2.2292,-2.924 ,-1.7196,-4.6059]
2400,[ 7.0673e+03, 1.7093e+01,-3.4245e-01, 2.4849e+01],[ 1.9028, 3.2707, 5.8105, 0.0252,19.0108]
2401,[0.,0.,0.,0.],[-0.3923,-1.3754, 1.6158,-1.2629,-0.138 ]
2402,[1043.9666,  16.3947, -21.5329,   8.3984],[-0.476 , 2.8108,-1.1251,-0.7216, 0.4535]
2403,[0.,0.,0.,0.],[-0.6026,-0.8443,-0.4631,-0.3575,-0.564 ]
2410,[1688.5135,  51.9821, -14.4135,   4.2638],[-0.6336,-1.3729, 0.2997,-0.9859, 0.0066]
2411,[0.,0.,0.,0.],[-0.49  ,-0.2507,-0.3768,-0.8794,-0.4971]
2412,[4611.2296, 184.6214,-199.9631,  34.6017],[0.5973,9.5931,0.6517,0.1969,3.7239]
2414,[0.,0.,0.,0.],[-0.2625, 0.79  ,-0.9742,-0.4345, 0.1203]
2416,[0.,0.,0.,0.],[-0.663 ,-0.4528,-0.9952,-0.1562,-0.542 ]
2420,[3444.8368, -89.1541,  67.8626,  20.8213],[-0.512 , 3.5032,-0.1554,-0.0541, 0.6627]
2421,[8360.4708,-305.922 , 353.3606,  44.7979],[ 0.1527, 0.0707,13.8096, 1.7348, 1.9177]
2422,[0.,0.,0.,0.],[-0.1775,-0.2811,-1.0121,-0.6219,-0.2189]
2423,[0.,0.,0.,0.],[-0.7322,-1.1937, 2.0507,-0.2591, 1.9785]
2430,[0.,0.,0.,0.],[-0.2117,-0.3566,-0.1158,-0.6429,-0.0484]
2432,[0.,0.,0.,0.],[ 0.7107,-0.0097, 0.8821, 0.3558, 0.3016]
2434,[0.,0.,0.,0.],[ 0.9828, 5.5708,-0.3494, 0.2456, 0.4257]
2436,[0.,0.,0.,0.],[ 0.1744,-0.4118,-0.8699,-0.5603, 0.062 ]
2438,[0.,0.,0.,0.],[-0.2173,-0.0565,-0.9821,-0.7572,-0.6454]
2440,[0.,0.,0.,0.],[-0.0154, 0.2997,-0.7715,-0.3335,-0.0083]
2441,[0.,0.,0.,0.],[1.3149,0.5059,0.2807,0.496 ,1.6325]
2443,[0.,0.,0.,0.],[0.0746,0.5387,9.216 ,0.7679,0.3617]
2445,[0.,0.,0.,0.],[-0.0138,-1.0011,-0.3869,-0.7858, 2.7996]
2452,[0.,0.,0.,0.],[ 0.4563,-0.4935, 0.3665, 0.0013,-0.0873]
2454,[0.,0.,0.,0.],[0.8819,1.2856,1.0904,1.1845,1.9311]
2456,[0.,0.,0.,0.],[ 0.2737, 3.4589,-0.4674, 1.3315,-0.2554]
2458,[0.,0.,0.,0.],[ 0.4856, 1.2058,-1.3323,-0.1502,-0.483 ]
2461,[0.,0.,0.,0.],[ 0.1249, 0.2033,-0.4744, 0.2129, 0.1511]
2463,[0.,0.,0.,0.],[1.0503,0.8599,0.61  ,1.3932,0.6543]
2465,[0.,0.,0.,0.],[ 0.0885,-0.2096, 3.9778, 0.7736, 0.6599]
2467,[0.,0.,0.,0.],[ 0.8761,-0.9741, 0.5812,-0.5681,-0.5041]
2474,[0.,0.,0.,0.],[ 0.1141,-0.0728, 0.3764, 0.1218,-0.0854]
2476,[0.,0.,0.,0.],[0.445 ,1.1708,0.2518,1.5647,0.368 ]
2478,[0.,0.,0.,0.],[ 0.8982, 1.6648,-0.5755, 1.4478, 0.371 ]
2479,[0.,0.,0.,0.],[-0.004 , 1.0952,-0.9417, 0.6414,-0.6975]
2483,[0.,0.,0.,0.],[0.259 ,0.2743,0.0825,0.3005,0.0898]
2485,[0.,0.,0.,0.],[0.2991,0.3506,1.0187,1.5583,0.4166]
2487,[0.,0.,0.,0.],[ 1.1149,-0.8389, 2.8664, 0.5595, 0.0829]
2489,[0.,0.,0.,0.],[-0.3266,-1.5115, 0.6359, 0.5317,-0.1127]
2498,[0.,0.,0.,0.],[-0.8808, 0.1608,-0.562 , 0.7447,-0.2819]
2499,[4010.9528, 973.3626,-940.2215,  22.4815],[-3.0478,-2.4223,-3.584 ,-1.708 ,-4.4499]
2500,[13899.6787,   23.4891,  -31.7821,  -85.4874],[ 1.0599, 6.06  , 1.5477, 0.9164,30.5642]
2501,[0.,0.,0.,0.],[-1.0609,-2.0933, 0.6588,-1.3978,-0.1179]
2502,[0.,0.,0.,0.],[-0.238 , 8.1357,-1.3221, 0.1581,-0.0993]
2510,[0.,0.,0.,0.],[ 0.2727,-0.548 , 2.8802, 0.1212, 1.1787]
2511,[0.,0.,0.,0.],[-0.3809,-0.4222, 0.1666,-0.0821,-0.2913]
2512,[1223.6491,  34.6394, -51.714 , -13.8684],[ 1.9611, 5.1015,-0.1655, 2.1133,15.5358]
2514,[0.,0.,0.,0.],[-0.311 , 1.9227,-0.9798,-0.5336,-0.2476]
2520,[6213.0524,-165.8568,  93.4473, -33.5771],[ 0.2314,14.2941, 0.2543, 0.1468, 1.6007]
2521,[6136.3499,-185.0659, 167.0373, -28.5197],[ 2.0372, 0.5854,19.2624, 0.4435, 2.1855]
2522,[0.,0.,0.,0.],[-0.8372, 0.4811,-0.6946,-0.6853, 0.0086]
2523,[0.,0.,0.,0.],[-0.3314,-1.0264, 2.1581,-0.3804,-0.5243]
2530,[0.,0.,0.,0.],[-0.0076,-0.4749,-0.0069,-0.0126, 0.3622]
2532,[0.,0.,0.,0.],[0.8043,0.259 ,0.8727,1.1967,1.2529]
2534,[2093.1532, 183.3779,-227.8257, -20.3621],[ 1.7058, 3.3576,-0.5433, 0.422 , 3.2112]
2536,[0.,0.,0.,0.],[-0.5651, 0.2801,-0.283 , 0.1989,-0.0753]
2538,[0.,0.,0.,0.],[-0.628 ,-0.6018,-0.7761,-0.2797,-0.3421]
2540,[0.,0.,0.,0.],[-0.2374, 0.3607,-0.6808,-0.2381,-0.0047]
2541,[0.,0.,0.,0.],[0.7921,1.0567,0.614 ,0.5758,0.6621]
2543,[0.,0.,0.,0.],[1.8243,0.0484,2.2952,3.7653,0.5967]
2545,[0.,0.,0.,0.],[ 0.6106,-0.7389, 2.3612,-0.4647,-0.4781]
2552,[0.,0.,0.,0.],[0.3349,0.2371,0.3421,0.0609,0.1368]
2554,[1370.4132, 160.5384,-145.9775, -12.3694],[0.4133,1.2871,0.79  ,1.101 ,0.6367]
2556,[1366.9351, 160.2974,-155.6351,  -9.8596],[ 0.4132, 1.8779,-0.5087, 2.1855,-0.263 ]
2558,[0.,0.,0.,0.],[ 0.6383, 1.7994,-0.9971, 0.148 ,-0.2498]
2561,[0.,0.,0.,0.],[ 0.0893, 0.4909,-0.1736, 0.2633,-0.0284]
2563,[0.,0.,0.,0.],[0.597 ,0.5041,0.8766,1.4689,0.7267]
2565,[0.,0.,0.,0.],[ 2.7948,-0.5333, 3.9096, 0.2507, 0.6028]
2567,[0.,0.,0.,0.],[ 0.1473,-0.9002, 1.7135,-0.2431,-0.4493]
2574,[0.,0.,0.,0.],[0.1485,0.0341,0.1214,0.1322,0.1401]
2576,[0.,0.,0.,0.],[0.2763,0.9272,0.097 ,0.2262,0.1456]
2578,[0.,0.,0.,0.],[ 0.1441, 1.6426,-0.7483, 1.1614,-0.5054]
2579,[0.,0.,0.,0.],[-0.3659, 0.3131,-0.9754, 0.9494,-0.7308]
2583,[0.,0.,0.,0.],[ 0.1436,-0.0041,-0.0225, 0.1601, 0.1257]
2585,[0.,0.,0.,0.],[ 0.7656,-0.0132, 0.4388, 0.7623, 0.3686]
2587,[0.,0.,0.,0.],[-0.0149,-0.3106, 2.265 , 0.8026,-0.3573]
2589,[0.,0.,0.,0.],[ 0.1238,-1.5067, 0.9991, 1.7029,-0.2444]
2598,[0.,0.,0.,0.],[-0.0598, 0.6178,-0.3987, 0.053 ,-0.2303]
2599,[3516.9785, 870.0242,-910.4037, -21.7287],[-4.1787,-3.5313,-4.9563,-2.3888,-4.9064]
2600,[12078.5584,  -37.6172,   45.1862, -186.5125],[ 2.2459, 4.5382,11.3028, 3.9154, 2.051 ]
2601,[0.,0.,0.,0.],[-0.1399,-0.412 , 1.7334, 0.3902,-0.2948]
2602,[3758.0231,  49.4824,-117.0323, -59.8894],[ 0.2221, 4.7099,-0.8582, 0.4417,-0.1891]
2604,[0.,0.,0.,0.],[-0.2449,-0.207 ,-0.7908,-0.1128,-0.1234]
2610,[0.,0.,0.,0.],[ 0.9119,-0.0393, 9.2851, 0.503 , 0.8525]
2612,[2423.0474,  97.5899,-133.3115, -42.1931],[ 6.5286e-01, 2.6681e+01,-1.9341e-02, 2.1236e+00, 1.1938e+00]
2614,[0.,0.,0.,0.],[ 0.5656, 0.2181,-1.0807, 2.5089,-0.0534]
2620,[0.,0.,0.,0.],[0.8632,2.019 ,0.1066,0.945 ,1.1026]
2621,[0.,0.,0.,0.],[0.92  ,0.6302,9.5605,3.5682,0.8693]
2623,[0.,0.,0.,0.],[ 0.512 ,-0.6693, 1.1332, 0.1305,-0.0266]
2625,[0.,0.,0.,0.],[-0.2854,-0.3214,-0.3355,-0.126 ,-0.2618]
2630,[0.,0.,0.,0.],[ 0.1456,-0.0632, 0.3725, 0.0649, 0.2507]
2632,[0.,0.,0.,0.],[0.6816,0.9392,0.4404,1.5273,0.5077]
2634,[1272.566 , 114.1162,-139.6509, -16.3119],[1.3274,9.3164,0.3681,0.3221,0.438 ]
2636,[3165.5894, 319.4201,-373.6923, -57.1079],[ 0.2555, 0.6752,-0.9366, 0.3181,-0.4269]
2640,[0.,0.,0.,0.],[-0.2782, 0.3022,-0.1419, 0.285 , 0.035 ]
2641,[0.,0.,0.,0.],[ 0.7542, 0.5577,-0.1427, 0.7691, 0.8011]
2643,[0.,0.,0.,0.],[ 1.0509,-0.2155, 5.3512, 0.9124, 0.3251]
2645,[0.,0.,0.,0.],[-0.3565,-0.7651, 0.3117,-0.1036,-0.0742]
2654,[0.,0.,0.,0.],[0.5931,0.9284,0.2578,0.9022,0.5494]
2656,[3776.4283, 419.2291,-444.2921, -55.829 ],[ 0.4597, 2.3312,-0.7378, 2.0665, 0.6075]
2658,[0.,0.,0.,0.],[-0.2146, 1.052 ,-1.0703, 0.5796,-0.1899]
2661,[0.,0.,0.,0.],[0.2162,0.3713,0.1133,0.095 ,0.5841]
2663,[0.,0.,0.,0.],[0.9022,0.5544,0.8272,1.0535,0.4072]
2665,[0.,0.,0.,0.],[ 0.9153,-0.6541, 2.6651, 2.0876, 0.8937]
2667,[0.,0.,0.,0.],[-0.2939,-0.2766, 0.2739, 0.098 ,-0.3721]
2678,[0.,0.,0.,0.],[-0.0546, 2.1644,-0.6836, 0.9539,-0.1062]
2679,[0.,0.,0.,0.],[ 0.6524, 2.2112,-0.5851, 0.0279,-0.4756]
2687,[0.,0.,0.,0.],[ 0.3603,-0.6026, 0.994 , 2.2395,-0.4383]
2689,[0.,0.,0.,0.],[-0.1056,-0.7152, 1.4542, 0.0384,-0.6403]
2699,[ 814.5095, 218.3394,-230.7173, -11.7077],[-5.1255,-4.7818,-4.8163,-4.1217,-5.9665]
2700,[2655.8138,  -3.4223, -25.4824, -67.0629],[3.4361,1.5139,1.1749,1.2939,6.8   ]
2701,[0.,0.,0.,0.],[-0.0472,-1.0188, 1.9002, 0.5925, 0.4798]
2702,[3323.5242,  37.3704,-112.686 ,-102.6121],[-0.0756, 2.03  ,-1.4742, 0.4788,-0.0132]
2710,[0.,0.,0.,0.],[0.5374,0.4132,1.7494,2.8941,0.234 ]
2711,[0.,0.,0.,0.],[-0.0753,-0.2372, 0.1269, 0.0534, 0.0229]
2712,[0.,0.,0.,0.],[5.7173,4.1218,0.0849,2.9481,1.0374]
2714,[0.,0.,0.,0.],[ 0.1809, 1.0452,-0.7928, 0.3179, 0.3818]
2720,[0.,0.,0.,0.],[0.4148,2.7113,0.3714,0.743 ,0.8741]
2721,[0.,0.,0.,0.],[ 1.7553, 0.8141,10.0085, 1.0511, 1.056 ]
2723,[0.,0.,0.,0.],[ 2.5944,-0.7686, 0.8216, 0.7514,-0.4725]
2732,[0.,0.,0.,0.],[0.5723,0.3612,0.3533,0.8456,0.5919]
2734,[0.,0.,0.,0.],[ 0.794 , 2.7645,-0.2369, 2.6968, 0.8408]
2736,[0.,0.,0.,0.],[ 0.3231,-0.0963,-0.8695, 0.2942,-0.7648]
2741,[0.,0.,0.,0.],[0.1856,1.0062,0.6656,0.4395,0.5776]
2743,[0.,0.,0.,0.],[1.6207,0.5226,2.352 ,1.6018,0.0196]
2745,[0.,0.,0.,0.],[-0.0121,-0.7074,-0.2105, 0.2548,-0.6161]
2752,[0.,0.,0.,0.],[0.0029,0.2338,0.3096,0.2053,0.2339]
2754,[0.,0.,0.,0.],[0.4542,0.5452,0.4717,0.9469,0.2767]
2756,[0.,0.,0.,0.],[ 0.8217, 0.5733,-0.2622, 1.1291,-0.3408]
2758,[0.,0.,0.,0.],[-0.0205, 0.2171,-0.8154, 0.386 , 0.2062]
2778,[0.,0.,0.,0.],[-0.0076, 1.6084,-0.6725, 0.3876,-0.477 ]
2779,[0.,0.,0.,0.],[-0.1044, 0.6359,-0.0503, 1.3355,-0.7708]
2789,[0.,0.,0.,0.],[-0.5695,-0.3082, 0.3758, 0.8187,-0.7929]
2799,[0.,0.,0.,0.],[-5.9834,-5.8451,-6.3037,-4.7013,-7.0322]
2800,[0.,0.,0.,0.],[ 1.4981,22.0581, 3.0027, 1.6918, 0.7824]
2801,[0.,0.,0.,0.],[ 0.0641,-0.5676, 3.1291, 0.8939,-0.1282]
2802,[817.5696, 14.139 ,-26.3424,-31.2046],[ 0.6609, 2.9046,-0.0851, 3.2306,-0.4994]
2810,[0.,0.,0.,0.],[1.1893,0.5276,3.9087,0.8449,0.5   ]
2812,[0.,0.,0.,0.],[ 1.3443,11.9631, 0.4063, 2.0301, 0.402 ]
2814,[0.,0.,0.,0.],[-0.0934, 1.0158, 0.2292, 0.5551,-0.6961]
2820,[0.,0.,0.,0.],[1.3728,6.7374,0.9657,3.242 ,1.0038]
2821,[0.,0.,0.,0.],[ 1.1415, 0.5281, 2.0391,10.665 , 0.5902]
2823,[0.,0.,0.,0.],[-0.1665,-0.6715, 0.1239, 0.6883, 0.1203]
2834,[0.,0.,0.,0.],[ 1.1458, 1.2329,-0.3735, 0.9433, 0.0535]
2841,[0.,0.,0.,0.],[0.58  ,0.4151,0.3344,0.4102,0.2936]
2854,[0.,0.,0.,0.],[0.4544,0.1538,0.1865,0.3552,0.0531]
2856,[0.,0.,0.,0.],[ 0.1843, 0.2551,-0.2563, 0.8772,-0.6271]
2858,[0.,0.,0.,0.],[-0.4066, 0.8399,-0.3156,-0.4162,-0.6505]
2878,[0.,0.,0.,0.],[ 0.1013,-0.044 ,-0.8097, 0.8647, 0.0469]
2879,[0.,0.,0.,0.],[ 0.0821,-0.0624,-0.4804, 0.8824, 0.1764]
2900,[0.,0.,0.,0.],[ 1.1293e-01, 1.2235e+00, 1.7314e+00, 1.2162e+02,-1.4242e+00]
2901,[0.,0.,0.,0.],[ 0.2126,-1.569 , 5.4064, 0.8762,-0.9108]
2902,[0.,0.,0.,0.],[ 0.1956,12.3225,-1.6393,-0.5285,-1.4298]
2910,[0.,0.,0.,0.],[-0.4002, 0.9374, 0.7653, 1.138 ,-1.3427]
2912,[0.,0.,0.,0.],[ 0.2887, 1.3595,-0.5991,15.2198,-0.5178]
2914,[0.,0.,0.,0.],[17.9293, 0.8356,-1.0304, 1.36  ,-0.6639]
2920,[1807.7538, -50.3709,  30.3581,-173.3814],[ 1.1354, 5.1803, 1.9784,33.0055,-1.3375]
2921,[2171.7821, -51.5963,  42.0096,-183.526 ],[-0.9936,-1.7815, 3.0722, 2.5931,-1.8824]
2932,[0.,0.,0.,0.],[0.4838,1.9671,0.2669,1.242 ,0.054 ]
2934,[0.,0.,0.,0.],[ 0.3431,16.4341,-0.2516, 1.0313,-0.1772]
2941,[0.,0.,0.,0.],[ 0.2121, 0.1997, 0.2558, 0.1833,-0.2551]
2999,[0.,0.,0.,0.],[-26.7818,-26.8128,-26.0262,-26.0574,-27.5461]
3002,[0.,0.,0.,0.],[-0.3836,-0.0355,-0.9229,-0.2066,-0.3555]
3012,[0.,0.,0.,0.],[-0.5087, 0.6998,-0.3719,-0.6351,-0.257 ]
3078,[0.,0.,0.,0.],[-0.304 , 1.9341,-0.6836,-0.3102, 0.1004]
3123,[0.,0.,0.,0.],[-0.5655,-0.9507, 0.1439,-0.1439,-0.172 ]
3145,[0.,0.,0.,0.],[-0.6351,-0.9282, 0.403 ,-0.1329,-0.4292]
3174,[0.,0.,0.,0.],[-0.1364, 0.0013, 0.5294, 0.2197, 0.3498]
3176,[0.,0.,0.,0.],[0.4446,1.4238,0.0125,0.3576,1.4188]
3178,[0.,0.,0.,0.],[-0.3807, 2.5994,-0.5004,-0.0486, 1.6746]
3196,[0.,0.,0.,0.],[0.0462,0.1528,0.1832,0.1894,0.1008]
3200,[0.,0.,0.,0.],[ 0.074 , 0.383 , 0.9248,-0.6185, 1.1219]
3210,[0.,0.,0.,0.],[-0.097 ,-0.2524, 0.9967,-0.638 , 0.1471]
3212,[0.,0.,0.,0.],[-0.1582, 1.5168,-0.3598,-0.2046, 0.4631]
3220,[0.,0.,0.,0.],[-0.7011,-0.0692,-0.3617,-0.2766, 0.0203]
3221,[0.,0.,0.,0.],[-0.0476,-0.4104, 0.9712,-0.4561, 2.2587]
3223,[0.,0.,0.,0.],[ 0.0278,-0.9819, 0.4699,-0.7122,-0.8337]
3241,[0.,0.,0.,0.],[-0.1806, 0.2054,-0.1187,-0.1465, 0.5445]
3243,[0.,0.,0.,0.],[ 0.0152,-0.2109, 0.5691,-0.42  ,-0.0021]
3245,[0.,0.,0.,0.],[-0.3771,-1.0668, 0.3553,-0.641 , 0.3128]
