12,[564.7824, 71.3288,-55.658 , 63.0871],[0.3816,0.7729,0.9425,0.3538,0.566 ]
1201,[0.,0.,0.,0.],[ 0.0184,-0.6606, 1.9078,-0.0934, 0.4353]
1202,[0.,0.,0.,0.],[ 0.0268, 1.0342, 0.2   ,-0.25  , 0.7428]
1210,[0.,0.,0.,0.],[ 0.0486,-0.198 , 1.294 ,-0.0218, 1.5562]
1211,[0.,0.,0.,0.],[-0.3558,-0.5259, 0.0124,-0.3113,-0.4408]
1212,[0.,0.,0.,0.],[1.8782,1.5647,0.7307,0.545 ,3.2907]
1214,[0.,0.,0.,0.],[ 0.7263, 0.9037,-0.21  ,-0.1498, 0.3562]
1220,[0.,0.,0.,0.],[0.6399,1.3208,0.0698,0.1125,0.3866]
1221,[0.,0.,0.,0.],[1.6355,0.9515,2.6064,0.5369,2.8793]
1222,[0.,0.,0.,0.],[ 0.1207, 0.1809,-0.0028,-0.0757, 0.0907]
1223,[0.,0.,0.,0.],[ 0.0937,-0.4383, 0.3196, 0.0559, 0.3662]
1232,[0.,0.,0.,0.],[0.5629,0.677 ,1.8524,0.3313,0.9973]
1234,[0.,0.,0.,0.],[0.8799,1.8847,0.8009,0.6376,1.3133]
1236,[0.,0.,0.,0.],[ 0.1172, 0.5615,-0.2829, 0.3191,-0.1044]
1240,[0.,0.,0.,0.],[ 0.0725, 0.52  ,-0.1401, 0.2506, 0.2006]
1241,[0.,0.,0.,0.],[0.0643,1.1492,0.5399,0.2193,0.4725]
1243,[0.,0.,0.,0.],[0.8931,0.2583,1.3425,0.5114,1.9407]
1245,[0.,0.,0.,0.],[ 0.1843,-0.253 , 0.5098, 0.3968, 0.5008]
1252,[0.,0.,0.,0.],[-0.2041,-0.6422, 0.3415,-0.3817, 0.2344]
1254,[0.,0.,0.,0.],[0.6363,0.2108,0.8124,0.3714,0.4559]
1256,[0.,0.,0.,0.],[0.6956,1.2107,0.2671,1.0056,1.3236]
1258,[0.,0.,0.,0.],[-0.262 , 0.2885,-0.2479, 0.0283,-0.19  ]
1261,[0.,0.,0.,0.],[0.1859,0.2253,0.2394,0.1782,0.2634]
1263,[0.,0.,0.,0.],[0.8841,0.3001,0.71  ,0.1888,0.7848]
1265,[0.,0.,0.,0.],[0.6986,0.4478,1.822 ,0.8346,0.8951]
1267,[0.,0.,0.,0.],[-0.3645,-0.0507, 1.195 , 0.472 ,-0.0871]
1274,[0.,0.,0.,0.],[-0.2789,-0.5746, 0.0552,-0.2492,-0.1134]
1276,[0.,0.,0.,0.],[0.1549,0.3192,0.1479,0.1597,0.2195]
1278,[0.,0.,0.,0.],[0.8899,1.1843,0.4168,1.0281,0.5358]
1279,[0.,0.,0.,0.],[ 0.0713, 0.0623,-0.3   ,-0.4993,-0.2395]
1285,[0.,0.,0.,0.],[0.3589,0.3881,0.4049,0.1533,0.4407]
1287,[0.,0.,0.,0.],[0.5121,0.3586,1.0333,0.9284,0.4944]
1289,[0.,0.,0.,0.],[ 0.1438,-0.9675, 1.1941,-0.2313,-0.0384]
1297,[0.,0.,0.,0.],[ 0.1626, 0.0983, 0.2876, 0.2828,-0.0616]
1298,[1782.3952, 707.5229,-618.5921,  90.1725],[ 0.0148,-0.4762, 0.1101, 0.3281,-0.7648]
1299,[ 641.6713, 210.5807,-186.7043,  20.7766],[-0.5528,-0.5798, 0.4753, 6.1538, 0.5277]
1300,[3888.6525, -74.5849,  39.2273,  76.3934],[ 1.1476, 2.4425,17.986 , 1.042 , 6.6455]
1301,[4204.9411, -70.9383, 145.3025,  60.1569],[-0.2963,-0.2067, 8.9578,-0.2539, 0.5684]
1302,[2145.0837,  35.9154,-103.1978,  48.4444],[ 0.4037, 7.8448,-0.0895,-0.6555, 0.8105]
1303,[0.,0.,0.,0.],[-0.0453,-0.6985,-0.0577,-0.513 ,-0.3659]
1304,[0.,0.,0.,0.],[-0.0485,-0.1305,-0.0735,-0.3722,-0.2353]
1310,[0.,0.,0.,0.],[ 0.5681,-0.1973, 3.3078, 0.2427, 0.7258]
1311,[0.,0.,0.,0.],[-0.582 ,-0.4346, 0.0847,-0.7462,-0.2842]
1312,[1942.6583,  61.6461, -93.4225,  33.9223],[ 0.8327,12.6629, 0.7843, 0.8389, 1.7195]
1314,[0.,0.,0.,0.],[-0.662 , 2.4185,-0.9025, 0.1091, 0.1514]
1316,[0.,0.,0.,0.],[-0.2338, 0.0337,-0.2594, 0.0501,-0.1422]
1320,[0.,0.,0.,0.],[ 0.2128, 3.2862,-0.5479,-0.6499, 1.3063]
1321,[1576.1397, -46.8205,  57.7866,  23.0903],[ 1.6698, 1.2176,19.7804, 2.6684, 2.1202]
1322,[0.,0.,0.,0.],[-0.2758, 0.1338,-0.2773,-0.096 ,-0.4714]
1323,[0.,0.,0.,0.],[-0.6032,-0.0084, 3.7844, 0.878 , 0.7639]
1325,[0.,0.,0.,0.],[-0.3743,-0.4103,-0.2498,-0.1214,-0.5745]
1330,[0.,0.,0.,0.],[-0.1203,-0.6088,-0.5034,-0.1381,-0.4825]
1332,[0.,0.,0.,0.],[ 0.3789,-0.0308, 1.9312, 0.4129, 0.4482]
1334,[0.,0.,0.,0.],[2.601 ,2.4271,0.1709,1.2711,1.896 ]
1336,[0.,0.,0.,0.],[ 0.5704, 1.5541,-0.6185, 0.5497, 0.4585]
1340,[0.,0.,0.,0.],[ 0.0801, 0.1011,-0.143 ,-0.0905, 0.0038]
1341,[0.,0.,0.,0.],[-0.1571, 0.9126, 0.0841, 0.2635, 0.4071]
1343,[0.,0.,0.,0.],[0.9505,0.203 ,2.8754,1.6881,1.9046]
1345,[0.,0.,0.,0.],[ 0.4112,-0.1951, 2.4754, 0.292 , 0.1076]
1352,[0.,0.,0.,0.],[-0.8038,-0.6517,-0.1177,-0.3853,-0.0314]
1354,[0.,0.,0.,0.],[0.7106,0.2903,0.9845,0.8617,0.5652]
1356,[0.,0.,0.,0.],[ 0.7102, 1.8863,-0.0955, 1.4942, 0.2533]
1358,[0.,0.,0.,0.],[ 0.3279, 0.7883,-0.4018,-0.2055,-0.0192]
1361,[0.,0.,0.,0.],[-0.054 , 0.1556, 0.1044, 0.2477, 0.2682]
1363,[0.,0.,0.,0.],[0.6163,0.548 ,0.2165,0.3069,0.5069]
1365,[0.,0.,0.,0.],[0.9454,0.7194,2.5039,0.379 ,0.4865]
1367,[0.,0.,0.,0.],[ 1.4807,-0.9836, 1.2554,-0.1525, 0.1321]
1374,[0.,0.,0.,0.],[ 0.0417,-0.4274, 0.0225,-0.1814,-0.3161]
1376,[0.,0.,0.,0.],[ 0.1567, 0.0597, 0.7514, 0.7069,-0.067 ]
1378,[0.,0.,0.,0.],[0.3337,1.5481,0.275 ,1.4653,0.3846]
1379,[0.,0.,0.,0.],[-0.1362, 0.3006,-0.2569, 0.2583,-0.2415]
1383,[0.,0.,0.,0.],[ 0.2055, 0.3249, 0.0939, 0.173 ,-0.0032]
1385,[0.,0.,0.,0.],[0.3236,0.3458,0.5548,0.6138,0.0415]
1387,[0.,0.,0.,0.],[0.2087,0.1042,3.994 ,0.509 ,0.2625]
1389,[0.,0.,0.,0.],[-0.1725,-0.9265, 2.8198, 0.1258, 0.4938]
1397,[0.,0.,0.,0.],[ 0.5271,-0.195 , 0.1412,-0.0154,-0.0996]
1398,[0.,0.,0.,0.],[ 0.2555,-0.6867, 0.0507,-0.3876,-0.4289]
1399,[2221.0559, 641.4491,-587.1702,  48.747 ],[ 0.5885, 0.299 , 0.301 , 4.257 ,-1.7452]
1400,[6794.7633, 111.366 , -19.8486,  63.7323],[ 1.7957,44.2676, 8.5281, 1.316 , 0.7742]
1401,[1861.3768, -13.4938,  64.6922,  22.1118],[ 0.0896, 0.1092,26.2543, 0.0891, 0.2587]
1402,[0.,0.,0.,0.],[ 0.7029, 4.8066,-0.6945, 1.0797, 1.2798]
1404,[0.,0.,0.,0.],[-0.3155,-0.1757,-0.5095,-0.3528,-0.0718]
1410,[3162.0036, 114.3777, -47.0338,  15.497 ],[ 0.6374,-0.2168, 8.5256, 0.5877,-0.3812]
1411,[0.,0.,0.,0.],[-0.045 ,-0.417 ,-0.2828,-0.0928,-0.5421]
1412,[1093.415 ,  61.7965, -40.4337,   2.4753],[ 1.0093,28.8133, 0.9198, 1.0538, 0.8757]
1414,[0.,0.,0.,0.],[ 0.1591, 2.7508,-0.7485, 1.0847, 0.8796]
1416,[0.,0.,0.,0.],[-0.1705,-0.1309,-0.2262,-0.355 ,-0.5664]
1420,[1925.3231, -65.3607,  48.2378,  16.1431],[ 0.6121, 2.0473, 0.3378,-0.0982, 0.8131]
1421,[5053.2723,-180.1971, 194.1729,  35.3485],[15.1268, 0.8356, 4.6519, 1.3445, 2.4034]
1422,[0.,0.,0.,0.],[-0.0734, 0.3019,-0.428 ,-0.5981,-0.1579]
1423,[0.,0.,0.,0.],[ 0.21  ,-0.6857, 5.7746, 0.304 , 0.6697]
1425,[0.,0.,0.,0.],[-0.2031,-0.4456,-0.2452,-0.4192,-0.6409]
1430,[0.,0.,0.,0.],[-0.4112,-0.4265, 0.0238,-0.0565, 0.1419]
1432,[0.,0.,0.,0.],[ 0.1422, 0.3302, 0.2395, 0.1656,-0.3459]
1434,[0.,0.,0.,0.],[ 5.638 , 2.0159,-0.4061, 1.3599, 0.373 ]
1436,[0.,0.,0.,0.],[ 0.6266, 2.7292,-0.4497, 0.0376, 0.4316]
1440,[0.,0.,0.,0.],[-0.1768, 0.0072,-0.0912,-0.1027,-0.3435]
1441,[0.,0.,0.,0.],[-0.0365, 0.6596,-0.1961,-0.2096,-0.1571]
1443,[0.,0.,0.,0.],[1.0954,0.7089,5.8577,1.5547,0.5662]
1445,[0.,0.,0.,0.],[ 0.0141,-0.3411, 2.7503, 0.9188, 0.7378]
1452,[0.,0.,0.,0.],[-0.1983,-0.2075, 0.2265, 0.3142,-0.4193]
1454,[0.,0.,0.,0.],[ 0.0871,-0.4155, 0.9206, 0.769 , 0.0175]
1456,[0.,0.,0.,0.],[ 1.2173, 2.7192,-0.5067, 1.0862, 0.372 ]
1458,[0.,0.,0.,0.],[ 0.2764, 0.9221,-0.5337, 0.5856, 0.1708]
1461,[0.,0.,0.,0.],[-0.2066, 0.3666,-0.2073,-0.0029,-0.2237]
1463,[0.,0.,0.,0.],[ 0.105 , 0.5598,-0.3086, 0.6825,-0.0578]
1465,[0.,0.,0.,0.],[ 0.5652,-0.137 , 3.5863, 1.1272,-0.0755]
1467,[0.,0.,0.,0.],[ 0.2991,-0.174 , 0.8322, 1.0093, 0.6721]
1474,[0.,0.,0.,0.],[ 0.1925,-0.1137,-0.0962,-0.1295,-0.2013]
1476,[0.,0.,0.,0.],[ 0.2484,-0.1588,-0.032 , 0.3933,-0.1691]
1478,[0.,0.,0.,0.],[ 0.5566, 1.7038, 0.6192, 1.014 ,-0.3423]
1479,[0.,0.,0.,0.],[-0.0747, 0.1494, 0.0249, 0.7891,-0.3972]
1483,[0.,0.,0.,0.],[0.0979,0.0326,0.0358,0.1716,0.0238]
1485,[0.,0.,0.,0.],[ 0.0506,-0.0159, 0.2551, 0.3088, 0.0471]
1487,[0.,0.,0.,0.],[ 0.9015,-0.154 , 1.4944, 1.5963,-0.5527]
1489,[0.,0.,0.,0.],[ 0.314 ,-0.9618, 0.5625, 1.4204,-0.4418]
1496,[0.,0.,0.,0.],[-0.275 ,-0.4058,-0.4487,-0.3603,-0.3236]
1497,[0.,0.,0.,0.],[ 0.5115, 0.047 , 0.1869, 0.0278,-0.5492]
1498,[0.,0.,0.,0.],[ 0.0473,-0.2343,-0.2553, 0.142 ,-0.7564]
1499,[0.,0.,0.,0.],[-1.5161, 2.3975, 2.4419, 1.5508,-2.5883]
1500,[3118.5149,  35.7058,  14.895 , -28.057 ],[ 0.9327,10.9961,10.9358, 1.6022, 0.1281]
1501,[1713.4391, -38.7074,  72.4122, -22.355 ],[-0.649 ,-1.444 , 1.3315, 1.2385,-1.0928]
1502,[1901.8597,  38.2134, -72.9126, -16.4112],[-0.2517, 4.402 ,-0.6608, 0.4258,-0.385 ]
1503,[0.,0.,0.,0.],[ 0.0563,-0.1579, 0.1404,-0.0188,-0.1838]
1504,[0.,0.,0.,0.],[-0.2582,-0.2419,-0.1695,-0.4918,-0.4374]
1510,[1618.3044,  69.7375, -31.9638,  -3.5316],[ 0.5408,-0.6873, 1.2741, 0.1926,-0.6994]
1511,[0.,0.,0.,0.],[-0.1853,-0.1368, 0.3573, 0.0621,-0.0125]
1512,[8570.6912, 473.7529,-432.6602, -66.1487],[ 8.797 , 1.8372,-0.2182, 2.8241, 0.7605]
1514,[0.,0.,0.,0.],[-0.2229, 2.9989,-0.1139, 0.5431, 0.1259]
1516,[0.,0.,0.,0.],[-0.2831,-0.296 ,-0.5286,-0.2811,-0.1524]
1520,[2678.4958, -72.6316,  66.8106, -24.7014],[ 1.1989, 5.1714,-0.1095, 0.5339,-0.4403]
1521,[3523.6743,-107.6431, 121.3308, -22.8322],[ 1.3634, 0.7949,13.5367, 1.6788, 0.3816]
1522,[0.,0.,0.,0.],[-0.1308, 0.0852,-0.7501,-0.2636,-0.2473]
1523,[0.,0.,0.,0.],[ 0.2851,-0.7087, 2.1897, 1.874 , 0.2596]
1525,[0.,0.,0.,0.],[-0.0745,-0.3159,-0.1081,-0.254 ,-0.165 ]
1532,[0.,0.,0.,0.],[ 0.2268, 0.2804, 0.4526, 0.3275,-0.3456]
1534,[0.,0.,0.,0.],[ 3.4233, 3.0776,-0.3851, 3.6057, 0.2444]
1536,[0.,0.,0.,0.],[-0.0373, 2.4375,-0.6121, 0.4305,-0.1712]
1540,[0.,0.,0.,0.],[-0.2212, 0.1294,-0.1135,-0.301 ,-0.0944]
1541,[0.,0.,0.,0.],[-0.0499, 0.1215,-0.2593, 0.4023,-0.1363]
1543,[0.,0.,0.,0.],[ 3.3035,-0.1514, 2.0784, 2.5223,-0.0051]
1545,[0.,0.,0.,0.],[-0.0663,-0.4676, 1.0756, 1.674 ,-0.3499]
1552,[0.,0.,0.,0.],[ 0.0405,-0.0181,-0.0599, 0.146 ,-0.0318]
1554,[0.,0.,0.,0.],[ 0.0071, 0.1497, 0.4209, 0.2379,-0.0902]
1556,[0.,0.,0.,0.],[ 0.6037, 1.3289,-0.2738, 1.8883,-0.0723]
1558,[0.,0.,0.,0.],[ 0.4845, 1.4705,-0.5873, 1.0554,-0.4523]
1561,[0.,0.,0.,0.],[-0.2122, 0.1708,-0.209 ,-0.2729,-0.1628]
1563,[0.,0.,0.,0.],[ 0.5533, 0.1043,-0.0202, 1.0028,-0.0163]
1565,[0.,0.,0.,0.],[0.5852,0.1552,1.2502,2.467 ,0.0353]
1567,[0.,0.,0.,0.],[-0.0706,-0.3929, 1.2907, 0.4634,-0.5123]
1569,[0.,0.,0.,0.],[-0.5432,-0.3681,-0.1509,-0.3303,-0.3059]
1576,[0.,0.,0.,0.],[-0.1017,-0.0656,-0.2609, 0.1474,-0.4704]
1578,[0.,0.,0.,0.],[ 0.1486, 0.3627,-0.4288, 1.8505,-0.4735]
1579,[0.,0.,0.,0.],[-0.1412, 0.1213,-0.3345, 1.3162,-0.5689]
1585,[0.,0.,0.,0.],[-0.2691,-0.2975,-0.024 , 0.2871,-0.2066]
1587,[0.,0.,0.,0.],[ 0.6645,-0.0177, 0.2462, 1.0811,-0.5582]
1589,[0.,0.,0.,0.],[ 0.3742,-0.4545, 0.6798, 1.6279,-0.3196]
1598,[0.,0.,0.,0.],[-0.0958,-0.3114, 0.0388, 0.0388,-0.6582]
1599,[0.,0.,0.,0.],[ 0.7361,-0.5735,-0.3575, 0.8447,-2.868 ]
1600,[1952.1482,   6.6815, -11.4823, -33.5223],[ 1.4519, 1.7188, 1.3818,11.547 , 0.1021]
1601,[0.,0.,0.,0.],[-0.0546,-1.3518, 2.017 ,-0.5111,-1.1356]
1602,[0.,0.,0.,0.],[-0.1335, 3.7258,-0.5212, 0.7647,-0.7732]
1603,[0.,0.,0.,0.],[-0.0461,-0.0165, 0.0928,-0.1505,-0.093 ]
1604,[0.,0.,0.,0.],[-0.1565,-0.0444,-0.2337,-0.1671,-0.0192]
1610,[0.,0.,0.,0.],[-0.3024,-1.2948, 0.8731, 0.1437,-0.9492]
1611,[0.,0.,0.,0.],[-0.1114, 0.0205, 0.3046, 0.1414,-0.038 ]
1612,[8412.8685, 449.3684,-526.3408,-164.1975],[ 0.6924, 6.099 ,-0.2877, 6.5483,-0.1251]
1614,[1934.5114, 124.4849,-177.4909, -40.9113],[ 1.0498, 0.6638,-0.945 , 1.813 ,-0.2615]
1620,[0.,0.,0.,0.],[ 0.6089, 0.8504,-0.0772, 1.2046,-0.1673]
1621,[1154.9953, -31.3841,  31.8687, -15.4366],[ 0.859 , 0.1439, 4.725 , 5.2438,-0.1595]
1622,[0.,0.,0.,0.],[-0.1013, 0.1413, 0.0524, 0.0629,-0.3267]
1623,[0.,0.,0.,0.],[-0.0895,-0.4725, 2.2519, 0.9733,-0.8701]
1630,[0.,0.,0.,0.],[-0.0969, 0.0387, 0.2126, 0.1163, 0.4258]
1632,[0.,0.,0.,0.],[ 0.1177,-0.2761,-0.2062, 0.7754,-0.327 ]
1634,[795.7749, 61.5195,-79.9969,-12.2034],[-0.034 , 2.757 , 0.2381, 2.7892,-0.239 ]
1636,[0.,0.,0.,0.],[ 0.306 , 0.9578,-0.3575, 0.1847,-0.0926]
1640,[0.,0.,0.,0.],[-0.1149, 0.0117, 0.0343, 0.085 , 0.036 ]
1641,[0.,0.,0.,0.],[-0.3431,-0.1015, 0.0211, 0.3894, 0.1657]
1643,[0.,0.,0.,0.],[ 0.8783, 0.1149, 1.8818, 2.4741,-0.5601]
1645,[0.,0.,0.,0.],[ 0.0204,-0.6045, 0.6324, 0.9191,-0.2024]
1654,[0.,0.,0.,0.],[ 0.1736, 0.1835, 0.0605, 0.6143,-0.1454]
1656,[0.,0.,0.,0.],[ 0.6793, 1.7143,-0.3094, 2.3533,-0.1166]
1658,[0.,0.,0.,0.],[-0.1531, 0.9355,-0.0135, 1.1235,-0.2319]
1661,[0.,0.,0.,0.],[-0.2079,-0.0471,-0.0276, 0.0365, 0.2461]
1663,[0.,0.,0.,0.],[0.04  ,0.0214,0.1675,0.4497,0.1973]
1665,[0.,0.,0.,0.],[ 0.1683,-0.0953, 0.8781, 1.4975,-0.352 ]
1667,[0.,0.,0.,0.],[ 0.2478,-0.3669, 0.7742, 0.8843,-0.7261]
1669,[0.,0.,0.,0.],[-0.4359,-0.2995,-0.3373,-0.2134,-0.326 ]
1676,[0.,0.,0.,0.],[-0.1484, 0.1292,-0.179 , 0.3486,-0.4932]
1678,[0.,0.,0.,0.],[ 0.0267, 1.3143,-0.4093, 2.9693,-1.1138]
1679,[0.,0.,0.,0.],[ 0.126 , 2.0897,-0.365 , 2.1509,-0.2083]
1687,[0.,0.,0.,0.],[ 0.4973,-0.0989,-0.1308, 1.2387,-0.6699]
1689,[0.,0.,0.,0.],[ 0.1185,-0.6202, 0.9239, 2.0248,-0.4517]
1698,[0.,0.,0.,0.],[-0.0629, 0.0435,-0.2979, 0.001 ,-0.2578]
1699,[1897.3105, 544.7333,-579.8876, -40.6069],[-1.0433,-0.0523,-0.5504,-0.6324,-2.9928]
1700,[0.,0.,0.,0.],[-0.0559, 0.3446, 0.0293, 1.1472,-0.5919]
1701,[0.,0.,0.,0.],[-0.3857,-0.5013, 1.9285, 0.0436,-0.6429]
1702,[396.6223,  9.8309,-17.3248,-14.0814],[ 0.4583, 0.0586,-1.192 , 0.7516,-0.4514]
1703,[0.,0.,0.,0.],[-0.0536,-0.1258, 0.0657,-0.0848,-0.1682]
1710,[0.,0.,0.,0.],[-0.3877,-1.065 ,-0.0664,-0.3464,-1.5246]
1711,[0.,0.,0.,0.],[ 0.0584, 0.1451, 0.0909, 0.0874,-0.1017]
1712,[4809.3141, 180.19  ,-243.6718,-159.1057],[-0.4426,-0.7599,-2.294 , 0.7787,-1.8352]
1714,[0.,0.,0.,0.],[ 0.2135, 1.4798,-0.3406, 1.7216,-0.108 ]
1720,[0.,0.,0.,0.],[ 0.1866, 1.5953, 0.0797, 0.2976,-0.3438]
1721,[0.,0.,0.,0.],[ 0.2314,-0.0822, 3.7003, 3.859 ,-0.3576]
1723,[0.,0.,0.,0.],[ 1.0708,-0.6762, 1.5703, 0.6779, 0.025 ]
1730,[0.,0.,0.,0.],[0.0496,0.032 ,0.116 ,0.1572,0.0362]
1732,[0.,0.,0.,0.],[ 0.4142,-0.0264, 0.2139, 0.1896,-0.4518]
1734,[0.,0.,0.,0.],[ 0.9656, 1.6321,-0.1261, 2.1576,-0.9324]
1736,[0.,0.,0.,0.],[ 0.1565, 1.5607,-0.0391, 0.5442,-0.5053]
1741,[0.,0.,0.,0.],[0.4263,0.3302,0.0402,0.4345,0.0796]
1743,[0.,0.,0.,0.],[ 0.1542,-0.3911, 1.6916, 2.5404,-0.5053]
1745,[0.,0.,0.,0.],[ 0.3519,-0.7694, 0.6125, 0.1308,-0.445 ]
1754,[0.,0.,0.,0.],[-0.0043, 0.1351,-0.0883, 0.3047,-0.1014]
1756,[0.,0.,0.,0.],[ 0.2701, 1.3964,-0.6012, 4.0538,-0.7516]
1758,[0.,0.,0.,0.],[ 0.3145, 2.7359, 0.0318, 0.759 ,-0.3248]
1763,[0.,0.,0.,0.],[ 0.2315,-0.0315, 0.1204, 0.2271,-0.1128]
1765,[0.,0.,0.,0.],[ 0.0033,-0.0788, 0.5211, 1.8375,-0.3237]
1767,[0.,0.,0.,0.],[ 0.1588,-0.2763, 0.144 , 0.5318,-0.1818]
1769,[0.,0.,0.,0.],[-0.4131,-0.0813,-0.2855,-0.3736,-0.3898]
1776,[0.,0.,0.,0.],[-0.4409,-0.152 ,-0.2395, 0.5237,-0.6533]
1778,[0.,0.,0.,0.],[-0.0657, 1.5217,-0.132 , 3.3187,-1.1012]
1779,[0.,0.,0.,0.],[ 1.0652, 0.6899, 0.5249, 2.1717,-0.2594]
1787,[0.,0.,0.,0.],[ 0.1705,-0.5684, 0.1486, 1.5074,-0.437 ]
1789,[0.,0.,0.,0.],[ 0.3318, 0.1137, 0.4767, 1.5355,-0.3752]
1798,[0.,0.,0.,0.],[-0.2096,-0.4177,-0.1795, 0.0749,-0.2143]
1799,[2524.9729, 858.4516,-915.1871, -99.4761],[-2.6487,-2.3789,-2.4372,-1.2752,-3.6274]
1800,[0.,0.,0.,0.],[ 1.6887,-0.2369,-0.4363, 2.6008,-1.1741]
1801,[0.,0.,0.,0.],[ 0.1574,-0.4622, 1.0276, 1.3086,-0.6954]
1802,[789.7383, 18.0104,-26.5592,-32.217 ],[ 0.3779, 1.2316, 0.038 , 0.6137,-0.1376]
1810,[0.,0.,0.,0.],[-0.1865,-0.3916, 0.5539, 1.103 ,-0.6284]
1811,[0.,0.,0.,0.],[ 0.0961,-0.0771, 0.0336, 0.0326,-0.0217]
1812,[384.8421, 10.232 ,-13.6468,-15.0829],[-0.071 , 0.9214,-0.9507, 1.9897,-1.6686]
1814,[0.,0.,0.,0.],[ 0.3807, 0.5815,-0.376 , 2.0564, 0.3495]
1820,[0.,0.,0.,0.],[ 0.3335, 1.3351,-0.1586, 1.0473, 0.0409]
1821,[0.,0.,0.,0.],[ 1.0553,-0.4004, 0.585 , 2.154 ,-0.3593]
1823,[0.,0.,0.,0.],[-0.294 ,-0.2695, 0.7463, 0.7002,-0.3648]
1832,[0.,0.,0.,0.],[ 0.2108,-0.1935,-0.1448, 0.8197,-0.3111]
1834,[0.,0.,0.,0.],[ 0.5556, 0.6432,-0.1194, 4.4079,-0.9532]
1836,[0.,0.,0.,0.],[ 0.5517, 2.6088, 0.0075, 0.7242,-0.3878]
1838,[0.,0.,0.,0.],[-0.1439,-0.2731,-0.2956,-0.1158,-0.2732]
1841,[0.,0.,0.,0.],[ 0.1973,-0.024 , 0.0708, 0.1042, 0.0508]
1843,[0.,0.,0.,0.],[ 0.8961,-0.3701, 0.0216, 1.2254,-0.3921]
1845,[0.,0.,0.,0.],[-0.0207,-0.3695, 0.6419, 0.5682,-0.5219]
1852,[0.,0.,0.,0.],[-0.0038, 0.0295, 0.0481, 0.0847, 0.0055]
1854,[0.,0.,0.,0.],[ 0.0514, 0.1246,-0.0878, 0.1163,-0.1147]
1856,[0.,0.,0.,0.],[ 0.1059,-0.2268,-0.2451, 4.7369,-0.7799]
1858,[0.,0.,0.,0.],[ 0.8151, 1.7878, 0.7874, 1.5385,-0.4063]
1863,[0.,0.,0.,0.],[-0.0425, 0.0477,-0.0393,-0.05  ,-0.2568]
1865,[0.,0.,0.,0.],[-0.1717,-0.2916, 0.8402, 1.2444,-0.8362]
1867,[0.,0.,0.,0.],[-0.0904,-0.2506, 0.1938, 0.6576,-0.0562]
1876,[0.,0.,0.,0.],[-0.0094,-0.3749,-0.1547,-0.107 ,-0.4545]
1878,[0.,0.,0.,0.],[ 0.427 , 1.0026, 0.0527, 2.7516,-0.1474]
1879,[0.,0.,0.,0.],[ 1.0504, 1.4527, 0.2355, 0.8706,-0.1895]
1887,[0.,0.,0.,0.],[ 0.9269, 0.1689, 0.6005, 0.7227,-0.4487]
1889,[0.,0.,0.,0.],[ 0.5281, 0.3478, 1.0619, 1.9439,-0.1736]
1898,[0.,0.,0.,0.],[-0.4684,-0.2566,-0.3245,-0.0893,-0.2048]
1899,[1926.8003, 792.1214,-844.7452,-141.2808],[-2.8696,-3.2759,-2.6738,-2.4868,-4.7915]
1900,[1066.8595, -22.754 ,  -7.7201,-118.7681],[-15.5611,-15.0215,-15.4198,-14.5526,-16.4675]
1901,[0.,0.,0.,0.],[-1.0575,-1.5179, 0.7557, 0.8166,-1.5955]
1902,[1424.2775,  17.3058, -69.1571,-181.7707],[-1.4848, 1.4923,-1.0778,22.8503,-1.691 ]
1910,[0.,0.,0.,0.],[-6.452 ,-6.1416,-6.2516,-5.8193,-6.8523]
1912,[ 882.5655,  69.9253, -97.331 ,-131.1156],[-38.9677,-38.2974,-39.5388,-38.2776,-39.9161]
1914,[0.,0.,0.,0.],[-0.7632,32.8754,-0.8662, 2.5554,-0.5778]
1920,[396.9523,-10.9128,  3.3523,-41.2463],[-11.9911,-11.1647,-11.812 ,-11.1421,-12.0964]
1921,[0.,0.,0.,0.],[-5.746 ,-7.4793,-5.7042,-5.919 ,-8.3411]
1923,[0.,0.,0.,0.],[ 0.6945, 0.1095, 3.8476, 0.4929,-0.4771]
1932,[0.,0.,0.,0.],[-0.4636, 0.4485,-2.0953,-0.5653,-2.3268]
1934,[0.,0.,0.,0.],[-0.5325,-0.6179,-3.6899, 0.004 ,-3.2593]
1936,[0.,0.,0.,0.],[ 1.9557, 2.3943, 0.2286,23.3334,-0.5711]
1943,[0.,0.,0.,0.],[ 1.0562,-0.8183, 0.2745, 4.1554,-1.5604]
1945,[0.,0.,0.,0.],[ 1.1016,-0.5539, 3.3713, 0.1406,-0.1013]
1954,[0.,0.,0.,0.],[-0.5337, 0.2344,-0.7936, 0.3963,-0.9575]
1956,[0.,0.,0.,0.],[ 1.0277, 0.0631, 1.6388,20.848 ,-1.014 ]
1958,[0.,0.,0.,0.],[ 0.1299, 2.1015, 0.1752,19.1795,-0.4   ]
1963,[0.,0.,0.,0.],[-0.56  ,-0.5752,-0.4045,-0.358 ,-0.7728]
1965,[0.,0.,0.,0.],[ 0.7587,-0.0056, 0.4277, 3.1846,-0.0224]
1976,[0.,0.,0.,0.],[-0.6074,-0.3022,-0.4954,-0.2722,-0.681 ]
1978,[0.,0.,0.,0.],[44.7011, 1.6206, 0.0701, 1.1763, 0.7485]
1979,[200.1742, 89.9221,-96.6066,-20.6906],[ 2.6399, 1.5289,26.7892, 1.4131, 0.3091]
