iteration 1000, accuracy:0.387459807073955, max accuracy:0.387459807073955, loss:1619.20068359375, min Loss:1619.0718994140625
iteration 2000, accuracy:0.387459807073955, max accuracy:0.387459807073955, loss:1599.510498046875, min Loss:1598.8670654296875
iteration 3000, accuracy:0.3954983922829582, max accuracy:0.3954983922829582, loss:1575.6832275390625, min Loss:1574.9385986328125
iteration 4000, accuracy:0.42765273311897106, max accuracy:0.42765273311897106, loss:1548.5120849609375, min Loss:1547.477294921875
iteration 5000, accuracy:0.43890675241157556, max accuracy:0.43890675241157556, loss:1518.5096435546875, min Loss:1517.063720703125
iteration 6000, accuracy:0.4646302250803859, max accuracy:0.4646302250803859, loss:1490.531494140625, min Loss:1488.58056640625
iteration 7000, accuracy:0.4694533762057878, max accuracy:0.4694533762057878, loss:1468.8052978515625, min Loss:1462.660888671875
iteration 8000, accuracy:0.4646302250803859, max accuracy:0.4694533762057878, loss:1442.1246337890625, min Loss:1438.376953125
iteration 9000, accuracy:0.454983922829582, max accuracy:0.4694533762057878, loss:1420.463134765625, min Loss:1419.12841796875
iteration 10000, accuracy:0.4292604501607717, max accuracy:0.4694533762057878, loss:1411.679931640625, min Loss:1399.30322265625
iteration 11000, accuracy:0.4212218649517685, max accuracy:0.4694533762057878, loss:1391.0389404296875, min Loss:1382.007568359375
iteration 12000, accuracy:0.45980707395498394, max accuracy:0.4694533762057878, loss:1368.3087158203125, min Loss:1366.787841796875
iteration 13000, accuracy:0.432475884244373, max accuracy:0.4694533762057878, loss:1364.023193359375, min Loss:1351.71337890625
iteration 14000, accuracy:0.4067524115755627, max accuracy:0.4694533762057878, loss:1341.4661865234375, min Loss:1338.2042236328125
iteration 15000, accuracy:0.4453376205787781, max accuracy:0.4694533762057878, loss:1327.82275390625, min Loss:1327.453857421875
iteration 16000, accuracy:0.42765273311897106, max accuracy:0.4694533762057878, loss:1326.502685546875, min Loss:1316.0294189453125
iteration 17000, accuracy:0.41479099678456594, max accuracy:0.4694533762057878, loss:1320.720703125, min Loss:1307.2744140625
iteration 18000, accuracy:0.4453376205787781, max accuracy:0.4694533762057878, loss:1312.70947265625, min Loss:1297.0457763671875
iteration 19000, accuracy:0.44212218649517687, max accuracy:0.4694533762057878, loss:1293.4969482421875, min Loss:1289.5001220703125
iteration 20000, accuracy:0.4517684887459807, max accuracy:0.4694533762057878, loss:1283.7457275390625, min Loss:1282.33251953125
iteration 21000, accuracy:0.4405144694533762, max accuracy:0.4694533762057878, loss:1287.595703125, min Loss:1274.486328125
iteration 22000, accuracy:0.42765273311897106, max accuracy:0.4694533762057878, loss:1277.6824951171875, min Loss:1266.8919677734375
iteration 23000, accuracy:0.44855305466237944, max accuracy:0.4694533762057878, loss:1266.97265625, min Loss:1259.3665771484375
iteration 24000, accuracy:0.41639871382636656, max accuracy:0.4694533762057878, loss:1265.92724609375, min Loss:1251.589599609375
iteration 25000, accuracy:0.4453376205787781, max accuracy:0.4694533762057878, loss:1249.99609375, min Loss:1239.3363037109375
iteration 26000, accuracy:0.4453376205787781, max accuracy:0.4694533762057878, loss:1236.7532958984375, min Loss:1230.985595703125
iteration 27000, accuracy:0.43890675241157556, max accuracy:0.4694533762057878, loss:1226.7928466796875, min Loss:1222.97119140625
iteration 28000, accuracy:0.4003215434083601, max accuracy:0.4694533762057878, loss:1219.8038330078125, min Loss:1214.21337890625
iteration 29000, accuracy:0.40192926045016075, max accuracy:0.4694533762057878, loss:1229.2625732421875, min Loss:1205.2646484375
iteration 30000, accuracy:0.4340836012861736, max accuracy:0.4694533762057878, loss:1200.0985107421875, min Loss:1196.179443359375
iteration 31000, accuracy:0.432475884244373, max accuracy:0.4694533762057878, loss:1188.12353515625, min Loss:1187.751953125
iteration 32000, accuracy:0.43890675241157556, max accuracy:0.4694533762057878, loss:1195.0380859375, min Loss:1179.6630859375
iteration 33000, accuracy:0.4533762057877814, max accuracy:0.4694533762057878, loss:1176.884521484375, min Loss:1173.689208984375
iteration 34000, accuracy:0.41639871382636656, max accuracy:0.4694533762057878, loss:1174.3082275390625, min Loss:1165.097412109375
iteration 35000, accuracy:0.41479099678456594, max accuracy:0.4694533762057878, loss:1192.580078125, min Loss:1157.68505859375
iteration 36000, accuracy:0.4115755627009646, max accuracy:0.4694533762057878, loss:1156.2969970703125, min Loss:1150.9573974609375
iteration 37000, accuracy:0.44855305466237944, max accuracy:0.4694533762057878, loss:1151.857421875, min Loss:1145.5802001953125
iteration 38000, accuracy:0.4212218649517685, max accuracy:0.4694533762057878, loss:1141.1346435546875, min Loss:1139.0865478515625
iteration 39000, accuracy:0.4292604501607717, max accuracy:0.4694533762057878, loss:1150.311279296875, min Loss:1133.7529296875
iteration 40000, accuracy:0.4212218649517685, max accuracy:0.4694533762057878, loss:1157.31689453125, min Loss:1127.60205078125
