iteration 1000, accuracy:0.33677991137370755, max accuracy:0.33677991137370755, loss:1237.3458251953125, min Loss:1237.295166015625
iteration 2000, accuracy:0.40472673559822747, max accuracy:0.40472673559822747, loss:1214.023681640625, min Loss:1214.023681640625
iteration 3000, accuracy:0.4564254062038405, max accuracy:0.4564254062038405, loss:1207.860595703125, min Loss:1207.5849609375
iteration 4000, accuracy:0.4918759231905465, max accuracy:0.4918759231905465, loss:1203.907958984375, min Loss:1203.728271484375
iteration 5000, accuracy:0.47858197932053176, max accuracy:0.4918759231905465, loss:1188.076416015625, min Loss:1187.787109375
iteration 6000, accuracy:0.4608567208271787, max accuracy:0.4918759231905465, loss:1173.319091796875, min Loss:1172.1614990234375
iteration 7000, accuracy:0.46824224519940916, max accuracy:0.4918759231905465, loss:1158.55810546875, min Loss:1157.9920654296875
iteration 8000, accuracy:0.45937961595273263, max accuracy:0.4918759231905465, loss:1145.5416259765625, min Loss:1143.8472900390625
iteration 9000, accuracy:0.4623338257016248, max accuracy:0.4918759231905465, loss:1133.1669921875, min Loss:1129.0869140625
iteration 10000, accuracy:0.4608567208271787, max accuracy:0.4918759231905465, loss:1116.5716552734375, min Loss:1113.9991455078125
iteration 11000, accuracy:0.4549483013293944, max accuracy:0.4918759231905465, loss:1103.955078125, min Loss:1100.9371337890625
iteration 12000, accuracy:0.42097488921713444, max accuracy:0.4918759231905465, loss:1098.44287109375, min Loss:1088.4073486328125
iteration 13000, accuracy:0.465288035450517, max accuracy:0.4918759231905465, loss:1076.494140625, min Loss:1076.1214599609375
iteration 14000, accuracy:0.3988183161004431, max accuracy:0.4918759231905465, loss:1076.64697265625, min Loss:1066.503662109375
iteration 15000, accuracy:0.45790251107828656, max accuracy:0.4918759231905465, loss:1062.283935546875, min Loss:1057.92333984375
iteration 16000, accuracy:0.4446085672082718, max accuracy:0.4918759231905465, loss:1050.8480224609375, min Loss:1050.0009765625
iteration 17000, accuracy:0.40472673559822747, max accuracy:0.4918759231905465, loss:1042.03759765625, min Loss:1039.4481201171875
iteration 18000, accuracy:0.43131462333825704, max accuracy:0.4918759231905465, loss:1031.6446533203125, min Loss:1030.4783935546875
iteration 19000, accuracy:0.43131462333825704, max accuracy:0.4918759231905465, loss:1023.6366577148438, min Loss:1022.1244506835938
iteration 20000, accuracy:0.40029542097488924, max accuracy:0.4918759231905465, loss:1018.5180053710938, min Loss:1014.7619018554688
iteration 21000, accuracy:0.40620384047267355, max accuracy:0.4918759231905465, loss:1010.5726928710938, min Loss:1006.8847045898438
iteration 22000, accuracy:0.4032496307237814, max accuracy:0.4918759231905465, loss:1004.668212890625, min Loss:1000.1199340820312
iteration 23000, accuracy:0.3988183161004431, max accuracy:0.4918759231905465, loss:998.8665161132812, min Loss:991.7246704101562
iteration 24000, accuracy:0.41063515509601184, max accuracy:0.4918759231905465, loss:990.9641723632812, min Loss:985.1357421875
iteration 25000, accuracy:0.44756277695716395, max accuracy:0.4918759231905465, loss:979.11767578125, min Loss:977.6366577148438
iteration 26000, accuracy:0.4076809453471196, max accuracy:0.4918759231905465, loss:979.47119140625, min Loss:971.8782958984375
iteration 27000, accuracy:0.42836041358936483, max accuracy:0.4918759231905465, loss:967.8103637695312, min Loss:964.1434326171875
iteration 28000, accuracy:0.41063515509601184, max accuracy:0.4918759231905465, loss:960.1704711914062, min Loss:959.2876586914062
