iteration 1000, accuracy:0.3849493487698987, max accuracy:0.3849493487698987, loss:1093.6927490234375, min Loss:1093.6927490234375
iteration 2000, accuracy:0.37626628075253254, max accuracy:0.3849493487698987, loss:1072.58251953125, min Loss:1072.441162109375
iteration 3000, accuracy:0.3835021707670043, max accuracy:0.3849493487698987, loss:1058.3380126953125, min Loss:1058.3380126953125
iteration 4000, accuracy:0.40086830680173663, max accuracy:0.40086830680173663, loss:1039.466552734375, min Loss:1038.8487548828125
iteration 5000, accuracy:0.41678726483357453, max accuracy:0.41678726483357453, loss:1024.905517578125, min Loss:1023.7095336914062
iteration 6000, accuracy:0.42547033285094066, max accuracy:0.42547033285094066, loss:1008.6931762695312, min Loss:1008.0751953125
iteration 7000, accuracy:0.4081041968162084, max accuracy:0.42547033285094066, loss:991.0843505859375, min Loss:991.0843505859375
iteration 8000, accuracy:0.37771345875542695, max accuracy:0.42547033285094066, loss:976.7980346679688, min Loss:976.5930786132812
iteration 9000, accuracy:0.40665701881331406, max accuracy:0.42547033285094066, loss:961.855712890625, min Loss:960.7979125976562
iteration 10000, accuracy:0.4196816208393632, max accuracy:0.42547033285094066, loss:951.4050903320312, min Loss:945.0669555664062
iteration 11000, accuracy:0.41244573082489144, max accuracy:0.42547033285094066, loss:931.7300415039062, min Loss:929.9302368164062
iteration 12000, accuracy:0.3675832127351664, max accuracy:0.42547033285094066, loss:917.0547485351562, min Loss:914.9727172851562
iteration 13000, accuracy:0.45296671490593343, max accuracy:0.45296671490593343, loss:905.8556518554688, min Loss:903.750244140625
iteration 14000, accuracy:0.4544138929088278, max accuracy:0.4544138929088278, loss:900.3614501953125, min Loss:891.8125
iteration 15000, accuracy:0.4370477568740955, max accuracy:0.4544138929088278, loss:881.694091796875, min Loss:881.694091796875
iteration 16000, accuracy:0.4341534008683068, max accuracy:0.4544138929088278, loss:872.1898193359375, min Loss:871.9832153320312
iteration 17000, accuracy:0.4370477568740955, max accuracy:0.4544138929088278, loss:863.432861328125, min Loss:862.3944091796875
iteration 18000, accuracy:0.39363241678726485, max accuracy:0.4544138929088278, loss:860.2680053710938, min Loss:854.7274169921875
iteration 19000, accuracy:0.447178002894356, max accuracy:0.4544138929088278, loss:847.6026611328125, min Loss:846.3086547851562
iteration 20000, accuracy:0.44283646888567296, max accuracy:0.4544138929088278, loss:846.028076171875, min Loss:837.8411865234375
iteration 21000, accuracy:0.44283646888567296, max accuracy:0.4544138929088278, loss:836.6233520507812, min Loss:830.1611938476562
iteration 22000, accuracy:0.44138929088277856, max accuracy:0.4544138929088278, loss:826.8584594726562, min Loss:823.3170776367188
iteration 23000, accuracy:0.4211287988422576, max accuracy:0.4544138929088278, loss:817.4778442382812, min Loss:815.6015625
iteration 24000, accuracy:0.4544138929088278, max accuracy:0.4544138929088278, loss:809.099365234375, min Loss:807.6630859375
iteration 25000, accuracy:0.44573082489146165, max accuracy:0.4544138929088278, loss:802.6005249023438, min Loss:799.8265991210938
iteration 26000, accuracy:0.44862518089725034, max accuracy:0.4544138929088278, loss:803.24658203125, min Loss:791.5008544921875
iteration 27000, accuracy:0.33719247467438496, max accuracy:0.4544138929088278, loss:799.8970336914062, min Loss:784.4428100585938
iteration 28000, accuracy:0.44573082489146165, max accuracy:0.4544138929088278, loss:778.1665649414062, min Loss:777.4600830078125
