iteration 1000, accuracy:0.2768361581920904, max accuracy:0.2768361581920904, loss:6504.6884765625, min Loss:6504.6884765625
iteration 2000, accuracy:0.327683615819209, max accuracy:0.327683615819209, loss:6276.65185546875, min Loss:6270.3896484375
iteration 3000, accuracy:0.4011299435028249, max accuracy:0.4011299435028249, loss:6098.8271484375, min Loss:6094.05029296875
iteration 4000, accuracy:0.4067796610169492, max accuracy:0.4067796610169492, loss:5998.9599609375, min Loss:5996.8466796875
iteration 5000, accuracy:0.4406779661016949, max accuracy:0.4406779661016949, loss:5857.56103515625, min Loss:5857.49853515625
iteration 6000, accuracy:0.4011299435028249, max accuracy:0.4406779661016949, loss:5791.9541015625, min Loss:5773.64306640625
iteration 7000, accuracy:0.4067796610169492, max accuracy:0.4406779661016949, loss:5691.02099609375, min Loss:5685.23291015625
iteration 8000, accuracy:0.3502824858757062, max accuracy:0.4406779661016949, loss:5588.0439453125, min Loss:5571.03271484375
iteration 9000, accuracy:0.3954802259887006, max accuracy:0.4406779661016949, loss:5521.65673828125, min Loss:5489.1533203125
iteration 10000, accuracy:0.3785310734463277, max accuracy:0.4406779661016949, loss:5454.70849609375, min Loss:5424.66650390625
iteration 11000, accuracy:0.3785310734463277, max accuracy:0.4406779661016949, loss:5336.50390625, min Loss:5332.30908203125
iteration 12000, accuracy:0.384180790960452, max accuracy:0.4406779661016949, loss:5267.4169921875, min Loss:5255.06884765625
iteration 13000, accuracy:0.4067796610169492, max accuracy:0.4406779661016949, loss:5194.69482421875, min Loss:5174.5625
iteration 14000, accuracy:0.3728813559322034, max accuracy:0.4406779661016949, loss:5118.0615234375, min Loss:5091.31982421875
iteration 15000, accuracy:0.4011299435028249, max accuracy:0.4406779661016949, loss:5033.56005859375, min Loss:5016.6748046875
iteration 16000, accuracy:0.3898305084745763, max accuracy:0.4406779661016949, loss:4960.87353515625, min Loss:4945.2841796875
iteration 17000, accuracy:0.4124293785310734, max accuracy:0.4406779661016949, loss:4977.58935546875, min Loss:4863.93505859375
iteration 18000, accuracy:0.3898305084745763, max accuracy:0.4406779661016949, loss:4804.87744140625, min Loss:4791.0244140625
iteration 19000, accuracy:0.4067796610169492, max accuracy:0.4406779661016949, loss:4735.25732421875, min Loss:4705.6982421875
iteration 20000, accuracy:0.3954802259887006, max accuracy:0.4406779661016949, loss:4639.54931640625, min Loss:4639.54931640625
iteration 21000, accuracy:0.3898305084745763, max accuracy:0.4406779661016949, loss:4645.48876953125, min Loss:4580.13427734375
iteration 22000, accuracy:0.4124293785310734, max accuracy:0.4406779661016949, loss:4558.46044921875, min Loss:4514.08984375
iteration 23000, accuracy:0.3728813559322034, max accuracy:0.4406779661016949, loss:4567.61474609375, min Loss:4446.4609375
iteration 24000, accuracy:0.3954802259887006, max accuracy:0.4406779661016949, loss:4377.9560546875, min Loss:4374.2421875
iteration 25000, accuracy:0.384180790960452, max accuracy:0.4406779661016949, loss:4412.08740234375, min Loss:4302.6904296875
iteration 26000, accuracy:0.3785310734463277, max accuracy:0.4406779661016949, loss:4356.3486328125, min Loss:4237.3662109375
iteration 27000, accuracy:0.3559322033898305, max accuracy:0.4406779661016949, loss:4201.60791015625, min Loss:4173.9326171875
iteration 28000, accuracy:0.3333333333333333, max accuracy:0.4406779661016949, loss:4228.8798828125, min Loss:4121.15576171875
iteration 29000, accuracy:0.3615819209039548, max accuracy:0.4406779661016949, loss:4216.017578125, min Loss:4068.9140625
iteration 30000, accuracy:0.3728813559322034, max accuracy:0.4406779661016949, loss:4059.71826171875, min Loss:4019.3349609375
iteration 31000, accuracy:0.3785310734463277, max accuracy:0.4406779661016949, loss:4084.33251953125, min Loss:3965.08203125
iteration 32000, accuracy:0.3559322033898305, max accuracy:0.4406779661016949, loss:3997.8671875, min Loss:3922.626953125
iteration 33000, accuracy:0.3559322033898305, max accuracy:0.4406779661016949, loss:3910.4765625, min Loss:3878.61572265625
iteration 34000, accuracy:0.4011299435028249, max accuracy:0.4406779661016949, loss:4023.614990234375, min Loss:3830.669189453125
iteration 35000, accuracy:0.3728813559322034, max accuracy:0.4406779661016949, loss:3789.81884765625, min Loss:3789.81884765625
iteration 36000, accuracy:0.3898305084745763, max accuracy:0.4406779661016949, loss:4250.2431640625, min Loss:3761.32861328125
iteration 37000, accuracy:0.3559322033898305, max accuracy:0.4406779661016949, loss:3907.387451171875, min Loss:3721.8486328125
iteration 38000, accuracy:0.3785310734463277, max accuracy:0.4406779661016949, loss:3689.624267578125, min Loss:3680.544677734375
iteration 39000, accuracy:0.3333333333333333, max accuracy:0.4406779661016949, loss:3721.64892578125, min Loss:3658.294189453125
iteration 40000, accuracy:0.3728813559322034, max accuracy:0.4406779661016949, loss:4265.8583984375, min Loss:3599.019287109375
iteration 41000, accuracy:0.4463276836158192, max accuracy:0.4463276836158192, loss:3598.46337890625, min Loss:3564.453125
iteration 42000, accuracy:0.384180790960452, max accuracy:0.4463276836158192, loss:3716.555908203125, min Loss:3531.314453125
iteration 43000, accuracy:0.3898305084745763, max accuracy:0.4463276836158192, loss:3686.323486328125, min Loss:3503.096923828125
iteration 44000, accuracy:0.3898305084745763, max accuracy:0.4463276836158192, loss:3509.626220703125, min Loss:3460.56103515625
iteration 45000, accuracy:0.3672316384180791, max accuracy:0.4463276836158192, loss:4031.734130859375, min Loss:3433.624267578125
iteration 46000, accuracy:0.3785310734463277, max accuracy:0.4463276836158192, loss:3698.926025390625, min Loss:3409.05078125
iteration 47000, accuracy:0.3615819209039548, max accuracy:0.4463276836158192, loss:3692.01513671875, min Loss:3373.690673828125
iteration 48000, accuracy:0.4011299435028249, max accuracy:0.4463276836158192, loss:3619.24658203125, min Loss:3341.811279296875
iteration 49000, accuracy:0.3728813559322034, max accuracy:0.4463276836158192, loss:4308.7587890625, min Loss:3307.74462890625
iteration 50000, accuracy:0.4124293785310734, max accuracy:0.4463276836158192, loss:3278.300048828125, min Loss:3278.300048828125
iteration 51000, accuracy:0.3728813559322034, max accuracy:0.4463276836158192, loss:3379.903564453125, min Loss:3252.7373046875
iteration 52000, accuracy:0.4180790960451977, max accuracy:0.4463276836158192, loss:3422.5234375, min Loss:3222.753662109375
iteration 53000, accuracy:0.3672316384180791, max accuracy:0.4463276836158192, loss:3330.06103515625, min Loss:3191.0517578125
iteration 54000, accuracy:0.3559322033898305, max accuracy:0.4463276836158192, loss:3491.701171875, min Loss:3168.618408203125
iteration 55000, accuracy:0.3898305084745763, max accuracy:0.4463276836158192, loss:3252.166748046875, min Loss:3141.467041015625
iteration 56000, accuracy:0.3615819209039548, max accuracy:0.4463276836158192, loss:3279.3505859375, min Loss:3112.39794921875
iteration 57000, accuracy:0.3898305084745763, max accuracy:0.4463276836158192, loss:3125.462158203125, min Loss:3086.834228515625
iteration 58000, accuracy:0.4350282485875706, max accuracy:0.4463276836158192, loss:3149.659423828125, min Loss:3066.520263671875
iteration 59000, accuracy:0.4124293785310734, max accuracy:0.4463276836158192, loss:3337.415771484375, min Loss:3039.696533203125
iteration 60000, accuracy:0.423728813559322, max accuracy:0.4463276836158192, loss:3149.137939453125, min Loss:3017.7138671875
iteration 61000, accuracy:0.4067796610169492, max accuracy:0.4463276836158192, loss:3088.67333984375, min Loss:2992.084228515625
iteration 62000, accuracy:0.3954802259887006, max accuracy:0.4463276836158192, loss:3096.08349609375, min Loss:2976.606689453125
iteration 63000, accuracy:0.4124293785310734, max accuracy:0.4463276836158192, loss:2999.989013671875, min Loss:2951.30419921875
iteration 64000, accuracy:0.3615819209039548, max accuracy:0.4463276836158192, loss:3464.36083984375, min Loss:2929.74072265625
iteration 65000, accuracy:0.3559322033898305, max accuracy:0.4463276836158192, loss:3591.52880859375, min Loss:2902.431396484375
iteration 66000, accuracy:0.384180790960452, max accuracy:0.4463276836158192, loss:3065.46337890625, min Loss:2886.547119140625
iteration 67000, accuracy:0.4124293785310734, max accuracy:0.4463276836158192, loss:2924.022705078125, min Loss:2864.98388671875
