iteration 1000, accuracy:0.4314096499526963, max accuracy:0.4314096499526963, loss:723.4959106445312, min Loss:723.4959106445312
iteration 2000, accuracy:0.35288552507095555, max accuracy:0.4314096499526963, loss:586.841552734375, min Loss:586.8314208984375
iteration 3000, accuracy:0.3197729422894986, max accuracy:0.4314096499526963, loss:575.459716796875, min Loss:566.82177734375
iteration 4000, accuracy:0.31125827814569534, max accuracy:0.4314096499526963, loss:556.3866577148438, min Loss:550.6151123046875
iteration 5000, accuracy:0.37748344370860926, max accuracy:0.4314096499526963, loss:541.4425659179688, min Loss:538.593994140625
iteration 6000, accuracy:0.3727530747398297, max accuracy:0.4314096499526963, loss:526.6709594726562, min Loss:525.6803588867188
iteration 7000, accuracy:0.36991485335856195, max accuracy:0.4314096499526963, loss:511.0848083496094, min Loss:510.8515625
iteration 8000, accuracy:0.31788079470198677, max accuracy:0.4314096499526963, loss:509.8232727050781, min Loss:502.995361328125
iteration 9000, accuracy:0.33112582781456956, max accuracy:0.4314096499526963, loss:509.08709716796875, min Loss:497.0386047363281
iteration 10000, accuracy:0.3093661305581835, max accuracy:0.4314096499526963, loss:493.2472229003906, min Loss:492.20306396484375
iteration 11000, accuracy:0.36896877956480606, max accuracy:0.4314096499526963, loss:498.7030334472656, min Loss:487.7234191894531
iteration 12000, accuracy:0.30558183538315986, max accuracy:0.4314096499526963, loss:488.9766845703125, min Loss:484.3299560546875
iteration 13000, accuracy:0.31882686849574265, max accuracy:0.4314096499526963, loss:485.73297119140625, min Loss:480.0565185546875
iteration 14000, accuracy:0.4304635761589404, max accuracy:0.4314096499526963, loss:477.09716796875, min Loss:475.2397766113281
iteration 15000, accuracy:0.293282876064333, max accuracy:0.4314096499526963, loss:470.18109130859375, min Loss:470.18109130859375
iteration 16000, accuracy:0.3784295175023652, max accuracy:0.4314096499526963, loss:476.1050720214844, min Loss:464.6148986816406
iteration 17000, accuracy:0.4815515610217597, max accuracy:0.4815515610217597, loss:460.2351379394531, min Loss:458.942138671875
iteration 18000, accuracy:0.31598864711447494, max accuracy:0.4815515610217597, loss:459.0478210449219, min Loss:451.8612976074219
iteration 19000, accuracy:0.43424787133396403, max accuracy:0.4815515610217597, loss:450.6618347167969, min Loss:444.9135437011719
iteration 20000, accuracy:0.28098391674550616, max accuracy:0.4815515610217597, loss:461.9208679199219, min Loss:437.72943115234375
iteration 21000, accuracy:0.413434247871334, max accuracy:0.4815515610217597, loss:446.93731689453125, min Loss:429.0043029785156
iteration 22000, accuracy:0.36707663197729423, max accuracy:0.4815515610217597, loss:424.2278137207031, min Loss:418.86444091796875
iteration 23000, accuracy:0.47019867549668876, max accuracy:0.4815515610217597, loss:421.03765869140625, min Loss:408.1937561035156
iteration 24000, accuracy:0.37748344370860926, max accuracy:0.4815515610217597, loss:400.8233337402344, min Loss:395.6431884765625
iteration 25000, accuracy:0.4077578051087985, max accuracy:0.4815515610217597, loss:395.2630920410156, min Loss:383.38751220703125
iteration 26000, accuracy:0.3074739829706717, max accuracy:0.4815515610217597, loss:378.54925537109375, min Loss:367.5101318359375
iteration 27000, accuracy:0.42857142857142855, max accuracy:0.4815515610217597, loss:359.9523620605469, min Loss:351.0542907714844
iteration 28000, accuracy:0.4105960264900662, max accuracy:0.4815515610217597, loss:361.6091613769531, min Loss:329.1027526855469
iteration 29000, accuracy:0.37653736991485337, max accuracy:0.4815515610217597, loss:316.8493957519531, min Loss:305.58966064453125
iteration 30000, accuracy:0.3841059602649007, max accuracy:0.4815515610217597, loss:288.36370849609375, min Loss:281.1289367675781
