iteration 1000, accuracy:0.34756703078450846, max accuracy:0.34756703078450846, loss:916.30712890625, min Loss:854.366455078125
iteration 2000, accuracy:0.4160873882820258, max accuracy:0.4160873882820258, loss:733.8681640625, min Loss:733.8681640625
iteration 3000, accuracy:0.32671300893743793, max accuracy:0.4160873882820258, loss:719.962646484375, min Loss:707.6598510742188
iteration 4000, accuracy:0.33068520357497516, max accuracy:0.4160873882820258, loss:738.9535522460938, min Loss:693.0919189453125
iteration 5000, accuracy:0.37835153922542203, max accuracy:0.4160873882820258, loss:681.793701171875, min Loss:681.793701171875
iteration 6000, accuracy:0.35054617676266137, max accuracy:0.4160873882820258, loss:674.1824951171875, min Loss:672.3816528320312
iteration 7000, accuracy:0.26613704071499505, max accuracy:0.4160873882820258, loss:665.2056884765625, min Loss:662.2658081054688
iteration 8000, accuracy:0.394240317775571, max accuracy:0.4160873882820258, loss:652.1390380859375, min Loss:650.9210205078125
iteration 9000, accuracy:0.35749751737835156, max accuracy:0.4160873882820258, loss:641.8562622070312, min Loss:639.302490234375
iteration 10000, accuracy:0.4399205561072492, max accuracy:0.4399205561072492, loss:630.0072021484375, min Loss:629.6572265625
iteration 11000, accuracy:0.4200595829195631, max accuracy:0.4399205561072492, loss:622.97216796875, min Loss:622.1038208007812
iteration 12000, accuracy:0.45779543197616684, max accuracy:0.45779543197616684, loss:617.186767578125, min Loss:616.6513061523438
iteration 13000, accuracy:0.506454816285998, max accuracy:0.506454816285998, loss:611.6943359375, min Loss:610.94580078125
iteration 14000, accuracy:0.5104270109235353, max accuracy:0.5104270109235353, loss:606.5610961914062, min Loss:606.5610961914062
iteration 15000, accuracy:0.4955312810327706, max accuracy:0.5104270109235353, loss:604.0111694335938, min Loss:602.454833984375
iteration 16000, accuracy:0.365441906653426, max accuracy:0.5104270109235353, loss:618.2755737304688, min Loss:598.0991821289062
iteration 17000, accuracy:0.38629592850049654, max accuracy:0.5104270109235353, loss:599.5025634765625, min Loss:594.5657958984375
iteration 18000, accuracy:0.3584905660377358, max accuracy:0.5104270109235353, loss:600.6680297851562, min Loss:591.22119140625
iteration 19000, accuracy:0.3902681231380338, max accuracy:0.5104270109235353, loss:590.940673828125, min Loss:587.8055419921875
iteration 20000, accuracy:0.3545183714001986, max accuracy:0.5104270109235353, loss:593.884521484375, min Loss:585.2059936523438
iteration 21000, accuracy:0.43197616683217477, max accuracy:0.5104270109235353, loss:583.501708984375, min Loss:582.6130981445312
