iteration 1000, accuracy:0.45210280373831774, max accuracy:0.45210280373831774, loss:788.0692749023438, min Loss:788.0692749023438
iteration 2000, accuracy:0.375, max accuracy:0.45210280373831774, loss:617.0604858398438, min Loss:617.0604858398438
iteration 3000, accuracy:0.4007009345794392, max accuracy:0.45210280373831774, loss:560.278076171875, min Loss:559.4505615234375
iteration 4000, accuracy:0.4147196261682243, max accuracy:0.45210280373831774, loss:526.7555541992188, min Loss:525.593994140625
iteration 5000, accuracy:0.4135514018691589, max accuracy:0.45210280373831774, loss:503.0267028808594, min Loss:496.6492919921875
iteration 6000, accuracy:0.41705607476635514, max accuracy:0.45210280373831774, loss:461.1727600097656, min Loss:460.95806884765625
iteration 7000, accuracy:0.3726635514018692, max accuracy:0.45210280373831774, loss:436.2432556152344, min Loss:425.07061767578125
iteration 8000, accuracy:0.4322429906542056, max accuracy:0.45210280373831774, loss:403.8441467285156, min Loss:395.4282531738281
iteration 9000, accuracy:0.42406542056074764, max accuracy:0.45210280373831774, loss:404.4823303222656, min Loss:370.42169189453125
iteration 10000, accuracy:0.4427570093457944, max accuracy:0.45210280373831774, loss:358.8013000488281, min Loss:353.14068603515625
iteration 11000, accuracy:0.3878504672897196, max accuracy:0.45210280373831774, loss:351.9310607910156, min Loss:338.15496826171875
iteration 12000, accuracy:0.3294392523364486, max accuracy:0.45210280373831774, loss:376.27032470703125, min Loss:326.8373718261719
iteration 13000, accuracy:0.4532710280373832, max accuracy:0.4532710280373832, loss:318.33673095703125, min Loss:317.1217041015625
iteration 14000, accuracy:0.4485981308411215, max accuracy:0.4532710280373832, loss:339.38232421875, min Loss:309.0069580078125
iteration 15000, accuracy:0.4485981308411215, max accuracy:0.4532710280373832, loss:313.3489990234375, min Loss:301.4104309082031
iteration 16000, accuracy:0.4392523364485981, max accuracy:0.4532710280373832, loss:316.3091125488281, min Loss:295.8409118652344
iteration 17000, accuracy:0.46845794392523366, max accuracy:0.46845794392523366, loss:298.7889709472656, min Loss:290.5700988769531
iteration 18000, accuracy:0.48130841121495327, max accuracy:0.48130841121495327, loss:302.076904296875, min Loss:285.6708679199219
iteration 19000, accuracy:0.4766355140186916, max accuracy:0.48130841121495327, loss:307.12664794921875, min Loss:280.2092590332031
iteration 20000, accuracy:0.4439252336448598, max accuracy:0.48130841121495327, loss:297.0708312988281, min Loss:276.25555419921875
iteration 21000, accuracy:0.48364485981308414, max accuracy:0.48364485981308414, loss:291.0224609375, min Loss:272.8293762207031
iteration 22000, accuracy:0.4672897196261682, max accuracy:0.48364485981308414, loss:271.2410888671875, min Loss:268.5334167480469
iteration 23000, accuracy:0.4439252336448598, max accuracy:0.48364485981308414, loss:274.93145751953125, min Loss:264.83782958984375
iteration 24000, accuracy:0.46845794392523366, max accuracy:0.48364485981308414, loss:263.86083984375, min Loss:260.6459045410156
iteration 25000, accuracy:0.44509345794392524, max accuracy:0.48364485981308414, loss:279.423828125, min Loss:257.3524169921875
iteration 26000, accuracy:0.4369158878504673, max accuracy:0.48364485981308414, loss:273.86407470703125, min Loss:254.95706176757812
iteration 27000, accuracy:0.4264018691588785, max accuracy:0.48364485981308414, loss:272.4978942871094, min Loss:249.62847900390625
iteration 28000, accuracy:0.3679906542056075, max accuracy:0.48364485981308414, loss:312.6185302734375, min Loss:246.1881103515625
iteration 29000, accuracy:0.4591121495327103, max accuracy:0.48364485981308414, loss:249.35911560058594, min Loss:242.6070556640625
iteration 30000, accuracy:0.4158878504672897, max accuracy:0.48364485981308414, loss:248.4921112060547, min Loss:238.60513305664062
iteration 31000, accuracy:0.4661214953271028, max accuracy:0.48364485981308414, loss:272.67864990234375, min Loss:235.9185028076172
iteration 32000, accuracy:0.38434579439252337, max accuracy:0.48364485981308414, loss:290.8247375488281, min Loss:232.29501342773438
iteration 33000, accuracy:0.4380841121495327, max accuracy:0.48364485981308414, loss:235.4041748046875, min Loss:229.1251678466797
iteration 34000, accuracy:0.3294392523364486, max accuracy:0.48364485981308414, loss:261.6121826171875, min Loss:226.76547241210938
iteration 35000, accuracy:0.46845794392523366, max accuracy:0.48364485981308414, loss:249.2247314453125, min Loss:224.88209533691406
iteration 36000, accuracy:0.39135514018691586, max accuracy:0.48364485981308414, loss:249.73452758789062, min Loss:223.21640014648438
iteration 37000, accuracy:0.4591121495327103, max accuracy:0.48364485981308414, loss:220.5614471435547, min Loss:218.62234497070312
iteration 38000, accuracy:0.44742990654205606, max accuracy:0.48364485981308414, loss:225.04225158691406, min Loss:216.31629943847656
iteration 39000, accuracy:0.4544392523364486, max accuracy:0.48364485981308414, loss:225.8523406982422, min Loss:213.6983184814453
iteration 40000, accuracy:0.477803738317757, max accuracy:0.48364485981308414, loss:212.37979125976562, min Loss:212.03909301757812
iteration 41000, accuracy:0.3901869158878505, max accuracy:0.48364485981308414, loss:447.5291748046875, min Loss:210.97543334960938
iteration 42000, accuracy:0.4100467289719626, max accuracy:0.48364485981308414, loss:409.71466064453125, min Loss:210.97543334960938
iteration 43000, accuracy:0.41238317757009346, max accuracy:0.48364485981308414, loss:377.8206787109375, min Loss:210.97543334960938
iteration 44000, accuracy:0.2885514018691589, max accuracy:0.48364485981308414, loss:358.15826416015625, min Loss:210.97543334960938
iteration 45000, accuracy:0.3773364485981308, max accuracy:0.48364485981308414, loss:336.8208923339844, min Loss:210.97543334960938
iteration 46000, accuracy:0.4322429906542056, max accuracy:0.48364485981308414, loss:317.4900817871094, min Loss:210.97543334960938
iteration 47000, accuracy:0.411214953271028, max accuracy:0.48364485981308414, loss:289.7443542480469, min Loss:210.97543334960938
iteration 48000, accuracy:0.4532710280373832, max accuracy:0.48364485981308414, loss:284.0782775878906, min Loss:210.97543334960938
iteration 49000, accuracy:0.3633177570093458, max accuracy:0.48364485981308414, loss:264.8356018066406, min Loss:210.97543334960938
iteration 50000, accuracy:0.4497663551401869, max accuracy:0.48364485981308414, loss:261.7523193359375, min Loss:210.97543334960938
iteration 51000, accuracy:0.3411214953271028, max accuracy:0.48364485981308414, loss:257.9127502441406, min Loss:210.97543334960938
iteration 52000, accuracy:0.43457943925233644, max accuracy:0.48364485981308414, loss:247.02760314941406, min Loss:210.97543334960938
iteration 53000, accuracy:0.4252336448598131, max accuracy:0.48364485981308414, loss:243.4980926513672, min Loss:210.97543334960938
iteration 54000, accuracy:0.4053738317757009, max accuracy:0.48364485981308414, loss:276.2080383300781, min Loss:210.97543334960938
iteration 55000, accuracy:0.3808411214953271, max accuracy:0.48364485981308414, loss:253.5825653076172, min Loss:210.97543334960938
iteration 56000, accuracy:0.3796728971962617, max accuracy:0.48364485981308414, loss:256.9856872558594, min Loss:210.97543334960938
iteration 57000, accuracy:0.4427570093457944, max accuracy:0.48364485981308414, loss:237.0392303466797, min Loss:210.97543334960938
iteration 58000, accuracy:0.42757009345794394, max accuracy:0.48364485981308414, loss:231.50112915039062, min Loss:210.97543334960938
iteration 59000, accuracy:0.411214953271028, max accuracy:0.48364485981308414, loss:229.453125, min Loss:210.97543334960938
iteration 60000, accuracy:0.45560747663551404, max accuracy:0.48364485981308414, loss:224.14501953125, min Loss:210.97543334960938
