iteration 1000, accuracy:0.4463054187192118, max accuracy:0.4463054187192118, loss:284.1772766113281, min Loss:284.1772766113281
iteration 2000, accuracy:0.516256157635468, max accuracy:0.516256157635468, loss:235.346923828125, min Loss:235.346923828125
iteration 3000, accuracy:0.45517241379310347, max accuracy:0.516256157635468, loss:203.97483825683594, min Loss:203.50668334960938
iteration 4000, accuracy:0.43448275862068964, max accuracy:0.516256157635468, loss:192.208251953125, min Loss:191.3931121826172
iteration 5000, accuracy:0.4719211822660099, max accuracy:0.516256157635468, loss:184.74295043945312, min Loss:184.7246856689453
iteration 6000, accuracy:0.4768472906403941, max accuracy:0.516256157635468, loss:182.48388671875, min Loss:180.8262481689453
iteration 7000, accuracy:0.49556650246305417, max accuracy:0.516256157635468, loss:178.09957885742188, min Loss:177.40499877929688
iteration 8000, accuracy:0.496551724137931, max accuracy:0.516256157635468, loss:173.74656677246094, min Loss:173.56068420410156
iteration 9000, accuracy:0.4729064039408867, max accuracy:0.516256157635468, loss:170.94903564453125, min Loss:169.25430297851562
iteration 10000, accuracy:0.5123152709359606, max accuracy:0.516256157635468, loss:166.2461395263672, min Loss:164.9661865234375
iteration 11000, accuracy:0.4266009852216749, max accuracy:0.516256157635468, loss:161.91995239257812, min Loss:159.86338806152344
iteration 12000, accuracy:0.4886699507389163, max accuracy:0.516256157635468, loss:157.5551300048828, min Loss:154.08534240722656
iteration 13000, accuracy:0.458128078817734, max accuracy:0.516256157635468, loss:151.828369140625, min Loss:148.81268310546875
iteration 14000, accuracy:0.4, max accuracy:0.516256157635468, loss:142.85484313964844, min Loss:139.37075805664062
iteration 15000, accuracy:0.44433497536945815, max accuracy:0.516256157635468, loss:135.3148651123047, min Loss:133.02670288085938
iteration 16000, accuracy:0.4088669950738916, max accuracy:0.516256157635468, loss:129.37599182128906, min Loss:127.32621002197266
iteration 17000, accuracy:0.4009852216748768, max accuracy:0.516256157635468, loss:129.19869995117188, min Loss:121.33790588378906
iteration 18000, accuracy:0.45123152709359604, max accuracy:0.516256157635468, loss:128.47158813476562, min Loss:116.57859802246094
iteration 19000, accuracy:0.3842364532019704, max accuracy:0.516256157635468, loss:118.6873779296875, min Loss:112.30399322509766
iteration 20000, accuracy:0.46995073891625616, max accuracy:0.516256157635468, loss:113.79541015625, min Loss:108.9905014038086
iteration 21000, accuracy:0.49064039408866994, max accuracy:0.516256157635468, loss:107.86796569824219, min Loss:106.76323699951172
iteration 22000, accuracy:0.41379310344827586, max accuracy:0.516256157635468, loss:113.49551391601562, min Loss:104.4502182006836
iteration 23000, accuracy:0.49261083743842365, max accuracy:0.516256157635468, loss:106.75220489501953, min Loss:102.48002624511719
iteration 24000, accuracy:0.3842364532019704, max accuracy:0.516256157635468, loss:112.39382934570312, min Loss:101.8433837890625
