iteration 1000, accuracy:0.4209796672828096, max accuracy:0.4209796672828096, loss:13.872751235961914, min Loss:13.872751235961914
iteration 2000, accuracy:0.4436229205175601, max accuracy:0.4436229205175601, loss:13.768807411193848, min Loss:13.750411987304688
iteration 3000, accuracy:0.49029574861367836, max accuracy:0.49029574861367836, loss:13.469684600830078, min Loss:13.458450317382812
iteration 4000, accuracy:0.47273567467652494, max accuracy:0.49029574861367836, loss:13.261878967285156, min Loss:13.21252727508545
iteration 5000, accuracy:0.46950092421441775, max accuracy:0.49029574861367836, loss:12.931979179382324, min Loss:12.924304008483887
iteration 6000, accuracy:0.47273567467652494, max accuracy:0.49029574861367836, loss:12.68803596496582, min Loss:12.683069229125977
iteration 7000, accuracy:0.47088724584103514, max accuracy:0.49029574861367836, loss:12.500629425048828, min Loss:12.453042984008789
iteration 8000, accuracy:0.4653419593345656, max accuracy:0.49029574861367836, loss:12.308854103088379, min Loss:12.221700668334961
iteration 9000, accuracy:0.4431608133086876, max accuracy:0.49029574861367836, loss:12.015691757202148, min Loss:11.985562324523926
iteration 10000, accuracy:0.43530499075785584, max accuracy:0.49029574861367836, loss:11.830373764038086, min Loss:11.734857559204102
iteration 11000, accuracy:0.3886321626617375, max accuracy:0.49029574861367836, loss:11.556343078613281, min Loss:11.493544578552246
iteration 12000, accuracy:0.42837338262476893, max accuracy:0.49029574861367836, loss:11.372492790222168, min Loss:11.259217262268066
iteration 13000, accuracy:0.43853974121996303, max accuracy:0.49029574861367836, loss:11.071515083312988, min Loss:11.037491798400879
iteration 14000, accuracy:0.4089648798521257, max accuracy:0.49029574861367836, loss:10.868317604064941, min Loss:10.796606063842773
iteration 15000, accuracy:0.41589648798521256, max accuracy:0.49029574861367836, loss:10.671838760375977, min Loss:10.58908748626709
iteration 16000, accuracy:0.44870609981515713, max accuracy:0.49029574861367836, loss:10.440693855285645, min Loss:10.376072883605957
iteration 17000, accuracy:0.4597966728280961, max accuracy:0.49029574861367836, loss:10.275273323059082, min Loss:10.21655559539795
iteration 18000, accuracy:0.3923290203327172, max accuracy:0.49029574861367836, loss:10.232934951782227, min Loss:10.055174827575684
iteration 19000, accuracy:0.34842883548983367, max accuracy:0.49029574861367836, loss:9.913854598999023, min Loss:9.840191841125488
iteration 20000, accuracy:0.433456561922366, max accuracy:0.49029574861367836, loss:9.746322631835938, min Loss:9.671867370605469
iteration 21000, accuracy:0.3826247689463956, max accuracy:0.49029574861367836, loss:9.688943862915039, min Loss:9.520998001098633
iteration 22000, accuracy:0.411275415896488, max accuracy:0.49029574861367836, loss:9.459983825683594, min Loss:9.38687801361084
iteration 23000, accuracy:0.3733826247689464, max accuracy:0.49029574861367836, loss:9.384173393249512, min Loss:9.245722770690918
iteration 24000, accuracy:0.3646025878003697, max accuracy:0.49029574861367836, loss:9.271621704101562, min Loss:9.099268913269043
iteration 25000, accuracy:0.4366913123844732, max accuracy:0.49029574861367836, loss:9.27874755859375, min Loss:8.91753101348877
iteration 26000, accuracy:0.4020332717190388, max accuracy:0.49029574861367836, loss:8.87004280090332, min Loss:8.805292129516602
iteration 27000, accuracy:0.3322550831792976, max accuracy:0.49029574861367836, loss:8.99221420288086, min Loss:8.657404899597168
iteration 28000, accuracy:0.36414048059149723, max accuracy:0.49029574861367836, loss:8.654906272888184, min Loss:8.505446434020996
iteration 29000, accuracy:0.48613678373382624, max accuracy:0.49029574861367836, loss:8.575271606445312, min Loss:8.367013931274414
iteration 30000, accuracy:0.43715341959334564, max accuracy:0.49029574861367836, loss:8.418133735656738, min Loss:8.217814445495605
iteration 31000, accuracy:0.3835489833641405, max accuracy:0.49029574861367836, loss:8.598265647888184, min Loss:8.06126594543457
iteration 32000, accuracy:0.4029574861367837, max accuracy:0.49029574861367836, loss:8.080777168273926, min Loss:7.929912567138672
