iteration 1000, accuracy:0.4397617956939991, max accuracy:0.4397617956939991, loss:16.132198333740234, min Loss:16.123279571533203
iteration 2000, accuracy:0.5240494732020156, max accuracy:0.5240494732020156, loss:16.020023345947266, min Loss:16.019014358520508
iteration 3000, accuracy:0.4832798900595511, max accuracy:0.5240494732020156, loss:15.69610595703125, min Loss:15.654363632202148
iteration 4000, accuracy:0.5038937242327073, max accuracy:0.5240494732020156, loss:15.32033920288086, min Loss:15.243380546569824
iteration 5000, accuracy:0.4764086120018323, max accuracy:0.5240494732020156, loss:14.941363334655762, min Loss:14.9230375289917
iteration 6000, accuracy:0.4539624370132845, max accuracy:0.5240494732020156, loss:14.71880054473877, min Loss:14.683550834655762
iteration 7000, accuracy:0.4819056344480073, max accuracy:0.5240494732020156, loss:14.397507667541504, min Loss:14.370951652526855
iteration 8000, accuracy:0.45533669262482823, max accuracy:0.5240494732020156, loss:14.0662260055542, min Loss:14.0662260055542
iteration 9000, accuracy:0.4122766834631241, max accuracy:0.5240494732020156, loss:13.90084171295166, min Loss:13.853320121765137
iteration 10000, accuracy:0.472743930371049, max accuracy:0.5240494732020156, loss:13.748200416564941, min Loss:13.636311531066895
iteration 11000, accuracy:0.4764086120018323, max accuracy:0.5240494732020156, loss:13.487083435058594, min Loss:13.4269380569458
iteration 12000, accuracy:0.4283096655978012, max accuracy:0.5240494732020156, loss:13.376225471496582, min Loss:13.2125883102417
iteration 13000, accuracy:0.43014200641319283, max accuracy:0.5240494732020156, loss:13.097872734069824, min Loss:13.003154754638672
iteration 14000, accuracy:0.4109024278515804, max accuracy:0.5240494732020156, loss:12.910572052001953, min Loss:12.808548927307129
iteration 15000, accuracy:0.467246907924874, max accuracy:0.5240494732020156, loss:12.730998039245605, min Loss:12.62686824798584
iteration 16000, accuracy:0.3985341273476867, max accuracy:0.5240494732020156, loss:12.739954948425293, min Loss:12.460749626159668
iteration 17000, accuracy:0.4841960604672469, max accuracy:0.5240494732020156, loss:12.530784606933594, min Loss:12.280869483947754
iteration 18000, accuracy:0.4461749885478699, max accuracy:0.5240494732020156, loss:12.331092834472656, min Loss:12.137165069580078
iteration 19000, accuracy:0.407695831424645, max accuracy:0.5240494732020156, loss:12.082947731018066, min Loss:12.005868911743164
iteration 20000, accuracy:0.3847915712322492, max accuracy:0.5240494732020156, loss:12.149629592895508, min Loss:11.861928939819336
iteration 21000, accuracy:0.4351809436555199, max accuracy:0.5240494732020156, loss:11.850316047668457, min Loss:11.742379188537598
iteration 22000, accuracy:0.41548327989005956, max accuracy:0.5240494732020156, loss:11.66718578338623, min Loss:11.549504280090332
iteration 23000, accuracy:0.43334860284012827, max accuracy:0.5240494732020156, loss:11.639008522033691, min Loss:11.408592224121094
iteration 24000, accuracy:0.4489234997709574, max accuracy:0.5240494732020156, loss:11.420077323913574, min Loss:11.276070594787598
iteration 25000, accuracy:0.45625286303252405, max accuracy:0.5240494732020156, loss:11.28270149230957, min Loss:11.139101028442383
iteration 26000, accuracy:0.440219880897847, max accuracy:0.5240494732020156, loss:11.136967658996582, min Loss:11.003824234008789
iteration 27000, accuracy:0.4736601007787448, max accuracy:0.5240494732020156, loss:11.098594665527344, min Loss:10.90187931060791
iteration 28000, accuracy:0.44983967017865323, max accuracy:0.5240494732020156, loss:11.46682071685791, min Loss:10.75375747680664
