iteration 1000, accuracy:0.4368347987043036, max accuracy:0.4368347987043036, loss:16.478296279907227, min Loss:16.478296279907227
iteration 2000, accuracy:0.5099490976399815, max accuracy:0.5099490976399815, loss:16.19294548034668, min Loss:16.19294548034668
iteration 3000, accuracy:0.4863489125404905, max accuracy:0.5099490976399815, loss:15.756061553955078, min Loss:15.756061553955078
iteration 4000, accuracy:0.4803331790837575, max accuracy:0.5099490976399815, loss:15.728372573852539, min Loss:15.480390548706055
iteration 5000, accuracy:0.5048588616381305, max accuracy:0.5099490976399815, loss:15.165081024169922, min Loss:15.133598327636719
iteration 6000, accuracy:0.4803331790837575, max accuracy:0.5099490976399815, loss:14.856406211853027, min Loss:14.810456275939941
iteration 7000, accuracy:0.48218417399352154, max accuracy:0.5099490976399815, loss:14.635748863220215, min Loss:14.549324989318848
iteration 8000, accuracy:0.45719574271170754, max accuracy:0.5099490976399815, loss:14.434447288513184, min Loss:14.366782188415527
iteration 9000, accuracy:0.4724664507172605, max accuracy:0.5099490976399815, loss:14.21749496459961, min Loss:14.216385841369629
iteration 10000, accuracy:0.46552521980564554, max accuracy:0.5099490976399815, loss:14.14660358428955, min Loss:14.096738815307617
iteration 11000, accuracy:0.4673762147154095, max accuracy:0.5099490976399815, loss:14.052434921264648, min Loss:13.996685981750488
iteration 12000, accuracy:0.46274872744099954, max accuracy:0.5099490976399815, loss:13.895528793334961, min Loss:13.895528793334961
iteration 13000, accuracy:0.47107820453493754, max accuracy:0.5099490976399815, loss:13.907746315002441, min Loss:13.794290542602539
iteration 14000, accuracy:0.4669134659879685, max accuracy:0.5099490976399815, loss:13.803678512573242, min Loss:13.69133472442627
iteration 15000, accuracy:0.4257288292457196, max accuracy:0.5099490976399815, loss:13.837442398071289, min Loss:13.577911376953125
iteration 16000, accuracy:0.42387783433595555, max accuracy:0.5099490976399815, loss:13.551084518432617, min Loss:13.482277870178223
iteration 17000, accuracy:0.42711707542804256, max accuracy:0.5099490976399815, loss:13.418461799621582, min Loss:13.390707015991211
iteration 18000, accuracy:0.44979176307265156, max accuracy:0.5099490976399815, loss:13.316454887390137, min Loss:13.311908721923828
iteration 19000, accuracy:0.4419250347061546, max accuracy:0.5099490976399815, loss:13.346295356750488, min Loss:13.251440048217773
iteration 20000, accuracy:0.43220731142989355, max accuracy:0.5099490976399815, loss:13.22201919555664, min Loss:13.190171241760254
iteration 21000, accuracy:0.41601110596945856, max accuracy:0.5099490976399815, loss:13.263941764831543, min Loss:13.120317459106445
iteration 22000, accuracy:0.4280425728829246, max accuracy:0.5099490976399815, loss:13.167708396911621, min Loss:13.058343887329102
iteration 23000, accuracy:0.44099953725127256, max accuracy:0.5099490976399815, loss:13.037129402160645, min Loss:12.989285469055176
iteration 24000, accuracy:0.4252660805182786, max accuracy:0.5099490976399815, loss:13.142218589782715, min Loss:12.935293197631836
iteration 25000, accuracy:0.4396112910689496, max accuracy:0.5099490976399815, loss:13.027746200561523, min Loss:12.857002258300781
iteration 26000, accuracy:0.4507172605275335, max accuracy:0.5099490976399815, loss:12.974589347839355, min Loss:12.802871704101562
iteration 27000, accuracy:0.4049051365108746, max accuracy:0.5099490976399815, loss:12.888360023498535, min Loss:12.732842445373535
iteration 28000, accuracy:0.41045812124016656, max accuracy:0.5099490976399815, loss:12.774030685424805, min Loss:12.63522720336914
iteration 29000, accuracy:0.44562702452568254, max accuracy:0.5099490976399815, loss:12.723824501037598, min Loss:12.556859970092773
iteration 30000, accuracy:0.43452105506709854, max accuracy:0.5099490976399815, loss:12.595499992370605, min Loss:12.458958625793457
iteration 31000, accuracy:0.43313280888477557, max accuracy:0.5099490976399815, loss:12.520442008972168, min Loss:12.366275787353516
iteration 32000, accuracy:0.4173993521517816, max accuracy:0.5099490976399815, loss:12.389132499694824, min Loss:12.300182342529297
iteration 33000, accuracy:0.4141601110596946, max accuracy:0.5099490976399815, loss:12.317465782165527, min Loss:12.189757347106934
iteration 34000, accuracy:0.45025451180009257, max accuracy:0.5099490976399815, loss:12.292394638061523, min Loss:12.120038032531738
iteration 35000, accuracy:0.45210550670985655, max accuracy:0.5099490976399815, loss:12.115939140319824, min Loss:12.011473655700684
iteration 36000, accuracy:0.4150856085145766, max accuracy:0.5099490976399815, loss:12.050419807434082, min Loss:11.919097900390625
iteration 37000, accuracy:0.4252660805182786, max accuracy:0.5099490976399815, loss:11.989490509033203, min Loss:11.814018249511719
iteration 38000, accuracy:0.4150856085145766, max accuracy:0.5099490976399815, loss:11.842660903930664, min Loss:11.702680587768555
iteration 39000, accuracy:0.4451642757982416, max accuracy:0.5099490976399815, loss:11.70927619934082, min Loss:11.590309143066406
iteration 40000, accuracy:0.43729754743174454, max accuracy:0.5099490976399815, loss:11.60644817352295, min Loss:11.523172378540039
iteration 41000, accuracy:0.42202683942619157, max accuracy:0.5099490976399815, loss:11.5308837890625, min Loss:11.398630142211914
iteration 42000, accuracy:0.4076816288755206, max accuracy:0.5099490976399815, loss:11.514310836791992, min Loss:11.296955108642578
iteration 43000, accuracy:0.4146228597871356, max accuracy:0.5099490976399815, loss:11.310111045837402, min Loss:11.203727722167969
iteration 44000, accuracy:0.44562702452568254, max accuracy:0.5099490976399815, loss:11.159395217895508, min Loss:11.08890438079834
iteration 45000, accuracy:0.4113836186950486, max accuracy:0.5099490976399815, loss:11.263988494873047, min Loss:10.987890243530273
iteration 46000, accuracy:0.4099953725127256, max accuracy:0.5099490976399815, loss:11.066461563110352, min Loss:10.899006843566895
iteration 47000, accuracy:0.41323461360481256, max accuracy:0.5099490976399815, loss:10.844385147094727, min Loss:10.768660545349121
iteration 48000, accuracy:0.4340583063396576, max accuracy:0.5099490976399815, loss:10.858711242675781, min Loss:10.686798095703125
iteration 49000, accuracy:0.46598796853308655, max accuracy:0.5099490976399815, loss:10.841874122619629, min Loss:10.566651344299316
iteration 50000, accuracy:0.4368347987043036, max accuracy:0.5099490976399815, loss:10.647721290588379, min Loss:10.454996109008789
iteration 51000, accuracy:0.4261915779731606, max accuracy:0.5099490976399815, loss:10.52367877960205, min Loss:10.384654998779297
iteration 52000, accuracy:0.44886626561776954, max accuracy:0.5099490976399815, loss:10.528165817260742, min Loss:10.285075187683105
iteration 53000, accuracy:0.4289680703378066, max accuracy:0.5099490976399815, loss:10.322970390319824, min Loss:10.197249412536621
iteration 54000, accuracy:0.4391485423415086, max accuracy:0.5099490976399815, loss:10.126253128051758, min Loss:10.094705581665039
iteration 55000, accuracy:0.42943081906524755, max accuracy:0.5099490976399815, loss:10.251520156860352, min Loss:10.021685600280762
iteration 56000, accuracy:0.4146228597871356, max accuracy:0.5099490976399815, loss:10.080620765686035, min Loss:9.927964210510254
iteration 57000, accuracy:0.43313280888477557, max accuracy:0.5099490976399815, loss:10.085259437561035, min Loss:9.847461700439453
iteration 58000, accuracy:0.4451642757982416, max accuracy:0.5099490976399815, loss:9.977112770080566, min Loss:9.775531768798828
iteration 59000, accuracy:0.4423877834335956, max accuracy:0.5099490976399815, loss:10.14188289642334, min Loss:9.70704460144043
