iteration 1000, accuracy:0.4360036832412523, max accuracy:0.4360036832412523, loss:16.42192840576172, min Loss:16.42192840576172
iteration 2000, accuracy:0.4990791896869245, max accuracy:0.4990791896869245, loss:16.214332580566406, min Loss:16.209671020507812
iteration 3000, accuracy:0.4972375690607735, max accuracy:0.4990791896869245, loss:15.71090030670166, min Loss:15.71011734008789
iteration 4000, accuracy:0.47467771639042355, max accuracy:0.4990791896869245, loss:15.399739265441895, min Loss:15.385790824890137
iteration 5000, accuracy:0.48296500920810315, max accuracy:0.4990791896869245, loss:15.049954414367676, min Loss:15.016157150268555
iteration 6000, accuracy:0.47744014732965007, max accuracy:0.4990791896869245, loss:14.740072250366211, min Loss:14.704822540283203
iteration 7000, accuracy:0.47928176795580113, max accuracy:0.4990791896869245, loss:14.500669479370117, min Loss:14.473211288452148
iteration 8000, accuracy:0.4525782688766114, max accuracy:0.4990791896869245, loss:14.303083419799805, min Loss:14.266450881958008
iteration 9000, accuracy:0.4631675874769797, max accuracy:0.4990791896869245, loss:14.0487642288208, min Loss:14.0487642288208
iteration 10000, accuracy:0.44521178637200737, max accuracy:0.4990791896869245, loss:13.889737129211426, min Loss:13.848066329956055
iteration 11000, accuracy:0.4419889502762431, max accuracy:0.4990791896869245, loss:13.66865062713623, min Loss:13.66865062713623
iteration 12000, accuracy:0.44935543278084716, max accuracy:0.4990791896869245, loss:13.53923511505127, min Loss:13.501598358154297
iteration 13000, accuracy:0.4581031307550645, max accuracy:0.4990791896869245, loss:13.373065948486328, min Loss:13.355256080627441
iteration 14000, accuracy:0.44429097605893186, max accuracy:0.4990791896869245, loss:13.279263496398926, min Loss:13.222391128540039
iteration 15000, accuracy:0.4488950276243094, max accuracy:0.4990791896869245, loss:13.075347900390625, min Loss:13.075347900390625
iteration 16000, accuracy:0.4594843462246777, max accuracy:0.4990791896869245, loss:12.982796669006348, min Loss:12.93857192993164
iteration 17000, accuracy:0.4617863720073665, max accuracy:0.4990791896869245, loss:12.918289184570312, min Loss:12.796114921569824
iteration 18000, accuracy:0.4562615101289134, max accuracy:0.4990791896869245, loss:12.687459945678711, min Loss:12.664896011352539
iteration 19000, accuracy:0.46685082872928174, max accuracy:0.4990791896869245, loss:12.5888671875, min Loss:12.542819023132324
iteration 20000, accuracy:0.4553406998158379, max accuracy:0.4990791896869245, loss:12.43652629852295, min Loss:12.419472694396973
iteration 21000, accuracy:0.40101289134438306, max accuracy:0.4990791896869245, loss:12.410855293273926, min Loss:12.31889820098877
