iteration 1000, accuracy:0.4320702402957486, max accuracy:0.4320702402957486, loss:11.016034126281738, min Loss:11.010180473327637
iteration 2000, accuracy:0.5083179297597042, max accuracy:0.5083179297597042, loss:10.933354377746582, min Loss:10.929609298706055
iteration 3000, accuracy:0.47828096118299446, max accuracy:0.5083179297597042, loss:10.612584114074707, min Loss:10.58627986907959
iteration 4000, accuracy:0.4644177449168207, max accuracy:0.5083179297597042, loss:10.489090919494629, min Loss:10.456616401672363
iteration 5000, accuracy:0.4630314232902033, max accuracy:0.5083179297597042, loss:10.32131576538086, min Loss:10.3062744140625
iteration 6000, accuracy:0.4611829944547135, max accuracy:0.5083179297597042, loss:10.135594367980957, min Loss:10.125785827636719
iteration 7000, accuracy:0.46210720887245843, max accuracy:0.5083179297597042, loss:9.946270942687988, min Loss:9.916369438171387
iteration 8000, accuracy:0.43807763401109057, max accuracy:0.5083179297597042, loss:9.739521980285645, min Loss:9.724815368652344
iteration 9000, accuracy:0.44824399260628467, max accuracy:0.5083179297597042, loss:9.573200225830078, min Loss:9.563573837280273
iteration 10000, accuracy:0.43946395563770796, max accuracy:0.5083179297597042, loss:9.47110366821289, min Loss:9.436871528625488
iteration 11000, accuracy:0.4297597042513863, max accuracy:0.5083179297597042, loss:9.338306427001953, min Loss:9.316483497619629
iteration 12000, accuracy:0.43530499075785584, max accuracy:0.5083179297597042, loss:9.284589767456055, min Loss:9.216588020324707
iteration 13000, accuracy:0.42929759704251386, max accuracy:0.5083179297597042, loss:9.122918128967285, min Loss:9.0872802734375
iteration 14000, accuracy:0.4265249537892791, max accuracy:0.5083179297597042, loss:9.007966041564941, min Loss:8.994091987609863
iteration 15000, accuracy:0.4329944547134935, max accuracy:0.5083179297597042, loss:8.869647026062012, min Loss:8.868062973022461
iteration 16000, accuracy:0.4121996303142329, max accuracy:0.5083179297597042, loss:8.776930809020996, min Loss:8.732207298278809
iteration 17000, accuracy:0.42375231053604434, max accuracy:0.5083179297597042, loss:8.673521995544434, min Loss:8.597984313964844
iteration 18000, accuracy:0.4320702402957486, max accuracy:0.5083179297597042, loss:8.499002456665039, min Loss:8.463680267333984
iteration 19000, accuracy:0.4209796672828096, max accuracy:0.5083179297597042, loss:8.379364013671875, min Loss:8.364333152770996
iteration 20000, accuracy:0.4066543438077634, max accuracy:0.5083179297597042, loss:8.293869972229004, min Loss:8.230140686035156
iteration 21000, accuracy:0.4408502772643253, max accuracy:0.5083179297597042, loss:8.39477252960205, min Loss:8.122072219848633
iteration 22000, accuracy:0.4195933456561922, max accuracy:0.5083179297597042, loss:8.059282302856445, min Loss:7.999499797821045
