iteration 1000, accuracy:0.34990439770554493, max accuracy:0.34990439770554493, loss:1954.310546875, min Loss:1954.2921142578125
iteration 2000, accuracy:0.4072657743785851, max accuracy:0.4072657743785851, loss:1891.63916015625, min Loss:1891.63916015625
iteration 3000, accuracy:0.3862332695984704, max accuracy:0.4072657743785851, loss:1852.140869140625, min Loss:1851.80322265625
iteration 4000, accuracy:0.384321223709369, max accuracy:0.4072657743785851, loss:1808.035888671875, min Loss:1806.6580810546875
iteration 5000, accuracy:0.40344168260038243, max accuracy:0.4072657743785851, loss:1750.908447265625, min Loss:1746.9208984375
iteration 6000, accuracy:0.40344168260038243, max accuracy:0.4072657743785851, loss:1698.232177734375, min Loss:1696.5137939453125
iteration 7000, accuracy:0.4225621414913958, max accuracy:0.4225621414913958, loss:1652.355224609375, min Loss:1649.74609375
iteration 8000, accuracy:0.40344168260038243, max accuracy:0.4225621414913958, loss:1614.3399658203125, min Loss:1612.2021484375
iteration 9000, accuracy:0.40344168260038243, max accuracy:0.4225621414913958, loss:1587.97607421875, min Loss:1578.0108642578125
iteration 10000, accuracy:0.38049713193116635, max accuracy:0.4225621414913958, loss:1544.7142333984375, min Loss:1544.7142333984375
iteration 11000, accuracy:0.3862332695984704, max accuracy:0.4225621414913958, loss:1521.3646240234375, min Loss:1518.7962646484375
iteration 12000, accuracy:0.35372848948374763, max accuracy:0.4225621414913958, loss:1518.427490234375, min Loss:1499.7484130859375
iteration 13000, accuracy:0.361376673040153, max accuracy:0.4225621414913958, loss:1487.7418212890625, min Loss:1479.72021484375
iteration 14000, accuracy:0.40152963671128106, max accuracy:0.4225621414913958, loss:1461.468017578125, min Loss:1461.352294921875
iteration 15000, accuracy:0.4110898661567878, max accuracy:0.4225621414913958, loss:1447.4842529296875, min Loss:1439.900146484375
iteration 16000, accuracy:0.372848948374761, max accuracy:0.4225621414913958, loss:1428.776123046875, min Loss:1420.4473876953125
iteration 17000, accuracy:0.4130019120458891, max accuracy:0.4225621414913958, loss:1408.596923828125, min Loss:1403.887451171875
iteration 18000, accuracy:0.367112810707457, max accuracy:0.4225621414913958, loss:1402.4296875, min Loss:1387.11767578125
iteration 19000, accuracy:0.37476099426386233, max accuracy:0.4225621414913958, loss:1379.1881103515625, min Loss:1372.2210693359375
iteration 20000, accuracy:0.3881453154875717, max accuracy:0.4225621414913958, loss:1365.9951171875, min Loss:1355.255859375
iteration 21000, accuracy:0.35564053537284895, max accuracy:0.4225621414913958, loss:1353.2877197265625, min Loss:1341.6551513671875
iteration 22000, accuracy:0.3938814531548757, max accuracy:0.4225621414913958, loss:1337.0733642578125, min Loss:1327.204345703125
iteration 23000, accuracy:0.3881453154875717, max accuracy:0.4225621414913958, loss:1334.6038818359375, min Loss:1315.577880859375
iteration 24000, accuracy:0.42065009560229444, max accuracy:0.4225621414913958, loss:1321.491943359375, min Loss:1304.6790771484375
iteration 25000, accuracy:0.43021032504780116, max accuracy:0.43021032504780116, loss:1296.435546875, min Loss:1293.0848388671875
iteration 26000, accuracy:0.4130019120458891, max accuracy:0.43021032504780116, loss:1284.49853515625, min Loss:1281.9400634765625
iteration 27000, accuracy:0.4168260038240918, max accuracy:0.43021032504780116, loss:1299.1898193359375, min Loss:1272.0257568359375
iteration 28000, accuracy:0.39579349904397704, max accuracy:0.43021032504780116, loss:1272.273193359375, min Loss:1262.2864990234375
iteration 29000, accuracy:0.42447418738049714, max accuracy:0.43021032504780116, loss:1264.1002197265625, min Loss:1251.5069580078125
iteration 30000, accuracy:0.37476099426386233, max accuracy:0.43021032504780116, loss:1259.1141357421875, min Loss:1242.5673828125
iteration 31000, accuracy:0.3690248565965583, max accuracy:0.43021032504780116, loss:1255.7220458984375, min Loss:1233.4310302734375
iteration 32000, accuracy:0.42829827915869984, max accuracy:0.43021032504780116, loss:1231.5675048828125, min Loss:1224.2115478515625
iteration 33000, accuracy:0.4187380497131931, max accuracy:0.43021032504780116, loss:1232.6802978515625, min Loss:1213.793212890625
iteration 34000, accuracy:0.38049713193116635, max accuracy:0.43021032504780116, loss:1219.6405029296875, min Loss:1204.8048095703125
iteration 35000, accuracy:0.35564053537284895, max accuracy:0.43021032504780116, loss:1236.06640625, min Loss:1194.619384765625
iteration 36000, accuracy:0.3977055449330784, max accuracy:0.43021032504780116, loss:1203.3751220703125, min Loss:1188.3475341796875
iteration 37000, accuracy:0.3919694072657744, max accuracy:0.43021032504780116, loss:1213.465576171875, min Loss:1179.0382080078125
iteration 38000, accuracy:0.367112810707457, max accuracy:0.43021032504780116, loss:1195.8626708984375, min Loss:1170.5296630859375
iteration 39000, accuracy:0.35946462715105165, max accuracy:0.43021032504780116, loss:1185.61572265625, min Loss:1162.4759521484375
iteration 40000, accuracy:0.3938814531548757, max accuracy:0.43021032504780116, loss:1180.188720703125, min Loss:1156.626708984375
iteration 41000, accuracy:0.44550669216061184, max accuracy:0.44550669216061184, loss:1161.1053466796875, min Loss:1149.1708984375
iteration 42000, accuracy:0.45124282982791586, max accuracy:0.45124282982791586, loss:1169.6990966796875, min Loss:1141.526123046875
iteration 43000, accuracy:0.4225621414913958, max accuracy:0.45124282982791586, loss:1181.5335693359375, min Loss:1134.112060546875
iteration 44000, accuracy:0.384321223709369, max accuracy:0.45124282982791586, loss:1152.7706298828125, min Loss:1129.1002197265625
iteration 45000, accuracy:0.3862332695984704, max accuracy:0.45124282982791586, loss:1147.7764892578125, min Loss:1119.904296875
