iteration 1000, accuracy:0.3988505747126437, max accuracy:0.3988505747126437, loss:876.6776123046875, min Loss:876.6113891601562
iteration 2000, accuracy:0.4114942528735632, max accuracy:0.4114942528735632, loss:864.2523803710938, min Loss:864.1300048828125
iteration 3000, accuracy:0.4160919540229885, max accuracy:0.4160919540229885, loss:854.9176635742188, min Loss:854.2282104492188
iteration 4000, accuracy:0.4103448275862069, max accuracy:0.4160919540229885, loss:841.6087036132812, min Loss:841.425537109375
iteration 5000, accuracy:0.4, max accuracy:0.4160919540229885, loss:830.0440673828125, min Loss:829.3954467773438
iteration 6000, accuracy:0.39080459770114945, max accuracy:0.4160919540229885, loss:816.3370361328125, min Loss:816.3370361328125
iteration 7000, accuracy:0.39080459770114945, max accuracy:0.4160919540229885, loss:803.5730590820312, min Loss:803.5730590820312
iteration 8000, accuracy:0.4068965517241379, max accuracy:0.4160919540229885, loss:791.1318969726562, min Loss:790.8720703125
iteration 9000, accuracy:0.41839080459770117, max accuracy:0.41839080459770117, loss:778.7432250976562, min Loss:778.3812255859375
iteration 10000, accuracy:0.4298850574712644, max accuracy:0.4298850574712644, loss:767.5048217773438, min Loss:766.0359497070312
iteration 11000, accuracy:0.42873563218390803, max accuracy:0.4298850574712644, loss:754.5591430664062, min Loss:752.7102661132812
iteration 12000, accuracy:0.4471264367816092, max accuracy:0.4471264367816092, loss:739.7621459960938, min Loss:738.9343872070312
iteration 13000, accuracy:0.43448275862068964, max accuracy:0.4471264367816092, loss:726.3110961914062, min Loss:724.9404296875
iteration 14000, accuracy:0.4540229885057471, max accuracy:0.4540229885057471, loss:712.3917236328125, min Loss:712.0567016601562
iteration 15000, accuracy:0.46436781609195404, max accuracy:0.46436781609195404, loss:702.0626220703125, min Loss:700.7235107421875
iteration 16000, accuracy:0.39080459770114945, max accuracy:0.46436781609195404, loss:695.3739624023438, min Loss:689.73291015625
iteration 17000, accuracy:0.4574712643678161, max accuracy:0.46436781609195404, loss:687.297119140625, min Loss:678.9537963867188
iteration 18000, accuracy:0.45057471264367815, max accuracy:0.46436781609195404, loss:669.5437622070312, min Loss:666.9940185546875
iteration 19000, accuracy:0.42758620689655175, max accuracy:0.46436781609195404, loss:670.75634765625, min Loss:655.1803588867188
iteration 20000, accuracy:0.435632183908046, max accuracy:0.46436781609195404, loss:646.2168579101562, min Loss:644.220458984375
iteration 21000, accuracy:0.41839080459770117, max accuracy:0.46436781609195404, loss:647.9512939453125, min Loss:633.05419921875
iteration 22000, accuracy:0.41724137931034483, max accuracy:0.46436781609195404, loss:624.4912719726562, min Loss:621.492919921875
iteration 23000, accuracy:0.4413793103448276, max accuracy:0.46436781609195404, loss:612.5791625976562, min Loss:611.1390991210938
iteration 24000, accuracy:0.41954022988505746, max accuracy:0.46436781609195404, loss:602.7803955078125, min Loss:601.3303833007812
iteration 25000, accuracy:0.4114942528735632, max accuracy:0.46436781609195404, loss:602.3321533203125, min Loss:591.95654296875
iteration 26000, accuracy:0.4160919540229885, max accuracy:0.46436781609195404, loss:589.5925903320312, min Loss:583.5982055664062
iteration 27000, accuracy:0.4045977011494253, max accuracy:0.46436781609195404, loss:581.9714965820312, min Loss:575.2623291015625
iteration 28000, accuracy:0.3931034482758621, max accuracy:0.46436781609195404, loss:569.4381103515625, min Loss:567.72119140625
iteration 29000, accuracy:0.3931034482758621, max accuracy:0.46436781609195404, loss:565.4344482421875, min Loss:561.5189819335938
iteration 30000, accuracy:0.38850574712643676, max accuracy:0.46436781609195404, loss:558.4725952148438, min Loss:554.75
iteration 31000, accuracy:0.4091954022988506, max accuracy:0.46436781609195404, loss:553.890869140625, min Loss:548.7313842773438
iteration 32000, accuracy:0.40344827586206894, max accuracy:0.46436781609195404, loss:547.6221923828125, min Loss:544.0507202148438
iteration 33000, accuracy:0.4103448275862069, max accuracy:0.46436781609195404, loss:541.9974365234375, min Loss:538.7627563476562
iteration 34000, accuracy:0.40344827586206894, max accuracy:0.46436781609195404, loss:536.1884765625, min Loss:534.4490966796875
iteration 35000, accuracy:0.4149425287356322, max accuracy:0.46436781609195404, loss:535.7005615234375, min Loss:529.6082153320312
iteration 36000, accuracy:0.32298850574712645, max accuracy:0.46436781609195404, loss:541.349365234375, min Loss:526.3211059570312
iteration 37000, accuracy:0.3896551724137931, max accuracy:0.46436781609195404, loss:524.2393798828125, min Loss:521.9459228515625
iteration 38000, accuracy:0.4, max accuracy:0.46436781609195404, loss:518.4921875, min Loss:518.2465209960938
iteration 39000, accuracy:0.41954022988505746, max accuracy:0.46436781609195404, loss:517.9705200195312, min Loss:514.34130859375
iteration 40000, accuracy:0.3954022988505747, max accuracy:0.46436781609195404, loss:513.2745971679688, min Loss:510.9229736328125
iteration 41000, accuracy:0.40804597701149425, max accuracy:0.46436781609195404, loss:511.5124206542969, min Loss:507.751953125
iteration 42000, accuracy:0.4206896551724138, max accuracy:0.46436781609195404, loss:505.8420104980469, min Loss:503.71051025390625
iteration 43000, accuracy:0.4011494252873563, max accuracy:0.46436781609195404, loss:507.3902893066406, min Loss:500.4442443847656
iteration 44000, accuracy:0.4149425287356322, max accuracy:0.46436781609195404, loss:506.57672119140625, min Loss:496.4576416015625
iteration 45000, accuracy:0.4, max accuracy:0.46436781609195404, loss:495.9937438964844, min Loss:493.4501037597656
iteration 46000, accuracy:0.4, max accuracy:0.46436781609195404, loss:494.4894714355469, min Loss:490.4368896484375
iteration 47000, accuracy:0.4103448275862069, max accuracy:0.46436781609195404, loss:488.7555236816406, min Loss:487.26092529296875
iteration 48000, accuracy:0.3931034482758621, max accuracy:0.46436781609195404, loss:494.3436279296875, min Loss:483.82305908203125
iteration 49000, accuracy:0.4264367816091954, max accuracy:0.46436781609195404, loss:483.81011962890625, min Loss:480.514892578125
iteration 50000, accuracy:0.4011494252873563, max accuracy:0.46436781609195404, loss:481.46173095703125, min Loss:477.28033447265625
iteration 51000, accuracy:0.3816091954022989, max accuracy:0.46436781609195404, loss:486.39984130859375, min Loss:474.8669738769531
iteration 52000, accuracy:0.43908045977011495, max accuracy:0.46436781609195404, loss:476.59063720703125, min Loss:471.5908203125
iteration 53000, accuracy:0.45057471264367815, max accuracy:0.46436781609195404, loss:468.5155029296875, min Loss:468.31854248046875
iteration 54000, accuracy:0.43908045977011495, max accuracy:0.46436781609195404, loss:466.4664001464844, min Loss:464.7681884765625
iteration 55000, accuracy:0.4379310344827586, max accuracy:0.46436781609195404, loss:466.7913513183594, min Loss:462.1731262207031
iteration 56000, accuracy:0.41724137931034483, max accuracy:0.46436781609195404, loss:465.638671875, min Loss:459.5508728027344
iteration 57000, accuracy:0.4149425287356322, max accuracy:0.46436781609195404, loss:461.2805480957031, min Loss:457.4999694824219
iteration 58000, accuracy:0.4218390804597701, max accuracy:0.46436781609195404, loss:463.8703308105469, min Loss:454.2340393066406
iteration 59000, accuracy:0.4114942528735632, max accuracy:0.46436781609195404, loss:454.94659423828125, min Loss:452.213623046875
iteration 60000, accuracy:0.41379310344827586, max accuracy:0.46436781609195404, loss:470.1886291503906, min Loss:448.6647033691406
iteration 61000, accuracy:0.435632183908046, max accuracy:0.46436781609195404, loss:459.94921875, min Loss:446.7653503417969
iteration 62000, accuracy:0.43908045977011495, max accuracy:0.46436781609195404, loss:461.2373962402344, min Loss:443.314697265625
iteration 63000, accuracy:0.36551724137931035, max accuracy:0.46436781609195404, loss:451.18231201171875, min Loss:441.4758605957031
iteration 64000, accuracy:0.4586206896551724, max accuracy:0.46436781609195404, loss:439.9787292480469, min Loss:439.0164489746094
iteration 65000, accuracy:0.4528735632183908, max accuracy:0.46436781609195404, loss:438.9210510253906, min Loss:435.6161193847656
iteration 66000, accuracy:0.45632183908045976, max accuracy:0.46436781609195404, loss:442.8263244628906, min Loss:434.242431640625
iteration 67000, accuracy:0.3563218390804598, max accuracy:0.46436781609195404, loss:441.09222412109375, min Loss:432.356201171875
