iteration 1000, accuracy:0.3777292576419214, max accuracy:0.3777292576419214, loss:2007.35791015625, min Loss:2007.3095703125
iteration 2000, accuracy:0.39737991266375544, max accuracy:0.39737991266375544, loss:1993.6414794921875, min Loss:1991.3231201171875
iteration 3000, accuracy:0.37554585152838427, max accuracy:0.39737991266375544, loss:1899.177734375, min Loss:1898.7320556640625
iteration 4000, accuracy:0.3799126637554585, max accuracy:0.39737991266375544, loss:1837.6190185546875, min Loss:1835.7225341796875
iteration 5000, accuracy:0.36681222707423583, max accuracy:0.39737991266375544, loss:1804.6082763671875, min Loss:1804.4635009765625
iteration 6000, accuracy:0.35807860262008734, max accuracy:0.39737991266375544, loss:1779.4527587890625, min Loss:1774.5235595703125
iteration 7000, accuracy:0.3646288209606987, max accuracy:0.39737991266375544, loss:1749.9215087890625, min Loss:1739.959228515625
iteration 8000, accuracy:0.36899563318777295, max accuracy:0.39737991266375544, loss:1706.281982421875, min Loss:1703.1903076171875
iteration 9000, accuracy:0.3777292576419214, max accuracy:0.39737991266375544, loss:1671.998779296875, min Loss:1667.7149658203125
iteration 10000, accuracy:0.3930131004366812, max accuracy:0.39737991266375544, loss:1644.20947265625, min Loss:1636.6502685546875
iteration 11000, accuracy:0.3777292576419214, max accuracy:0.39737991266375544, loss:1606.7418212890625, min Loss:1606.484375
iteration 12000, accuracy:0.4104803493449782, max accuracy:0.4104803493449782, loss:1592.3460693359375, min Loss:1579.96337890625
iteration 13000, accuracy:0.37336244541484714, max accuracy:0.4104803493449782, loss:1565.7347412109375, min Loss:1556.660400390625
iteration 14000, accuracy:0.3384279475982533, max accuracy:0.4104803493449782, loss:1542.4765625, min Loss:1534.562255859375
iteration 15000, accuracy:0.39956331877729256, max accuracy:0.4104803493449782, loss:1523.1162109375, min Loss:1513.93798828125
iteration 16000, accuracy:0.3864628820960699, max accuracy:0.4104803493449782, loss:1495.0306396484375, min Loss:1492.775634765625
iteration 17000, accuracy:0.40829694323144106, max accuracy:0.4104803493449782, loss:1490.6864013671875, min Loss:1467.6015625
iteration 18000, accuracy:0.3951965065502183, max accuracy:0.4104803493449782, loss:1457.1990966796875, min Loss:1446.1563720703125
iteration 19000, accuracy:0.38209606986899564, max accuracy:0.4104803493449782, loss:1440.32421875, min Loss:1422.7900390625
iteration 20000, accuracy:0.43013100436681223, max accuracy:0.43013100436681223, loss:1412.903076171875, min Loss:1399.0169677734375
iteration 21000, accuracy:0.3930131004366812, max accuracy:0.43013100436681223, loss:1379.986328125, min Loss:1374.546875
iteration 22000, accuracy:0.3799126637554585, max accuracy:0.43013100436681223, loss:1357.537109375, min Loss:1352.08935546875
iteration 23000, accuracy:0.36681222707423583, max accuracy:0.43013100436681223, loss:1351.0428466796875, min Loss:1327.708251953125
iteration 24000, accuracy:0.4388646288209607, max accuracy:0.4388646288209607, loss:1313.1380615234375, min Loss:1310.1988525390625
iteration 25000, accuracy:0.4017467248908297, max accuracy:0.4388646288209607, loss:1301.037353515625, min Loss:1286.04833984375
