iteration 1000, accuracy:0.39912758996728465, max accuracy:0.39912758996728465, loss:812.6760864257812, min Loss:812.6760864257812
iteration 2000, accuracy:0.386041439476554, max accuracy:0.39912758996728465, loss:797.43798828125, min Loss:797.1435546875
iteration 3000, accuracy:0.3969465648854962, max accuracy:0.39912758996728465, loss:785.281005859375, min Loss:785.0548095703125
iteration 4000, accuracy:0.40130861504907306, max accuracy:0.40130861504907306, loss:771.7332153320312, min Loss:771.198974609375
iteration 5000, accuracy:0.3980370774263904, max accuracy:0.40130861504907306, loss:759.353515625, min Loss:758.5935668945312
iteration 6000, accuracy:0.39912758996728465, max accuracy:0.40130861504907306, loss:748.47265625, min Loss:747.3427734375
iteration 7000, accuracy:0.3260632497273719, max accuracy:0.40130861504907306, loss:741.1188354492188, min Loss:739.1398315429688
iteration 8000, accuracy:0.4034896401308615, max accuracy:0.4034896401308615, loss:732.0241088867188, min Loss:731.475830078125
iteration 9000, accuracy:0.3904034896401309, max accuracy:0.4034896401308615, loss:723.847900390625, min Loss:723.5052490234375
iteration 10000, accuracy:0.3675027262813522, max accuracy:0.4034896401308615, loss:718.4200439453125, min Loss:716.60205078125
iteration 11000, accuracy:0.3751363140676118, max accuracy:0.4034896401308615, loss:710.6956176757812, min Loss:710.1106567382812
iteration 12000, accuracy:0.42093784078516905, max accuracy:0.42093784078516905, loss:710.7456665039062, min Loss:704.01611328125
iteration 13000, accuracy:0.386041439476554, max accuracy:0.42093784078516905, loss:698.777099609375, min Loss:698.0537719726562
iteration 14000, accuracy:0.3751363140676118, max accuracy:0.42093784078516905, loss:696.2941284179688, min Loss:692.8441162109375
iteration 15000, accuracy:0.386041439476554, max accuracy:0.42093784078516905, loss:695.0199584960938, min Loss:686.8289794921875
iteration 16000, accuracy:0.4034896401308615, max accuracy:0.42093784078516905, loss:682.1322021484375, min Loss:681.2847900390625
iteration 17000, accuracy:0.4089422028353326, max accuracy:0.42093784078516905, loss:679.4795532226562, min Loss:676.330078125
iteration 18000, accuracy:0.4154852780806979, max accuracy:0.42093784078516905, loss:674.406005859375, min Loss:671.3658447265625
iteration 19000, accuracy:0.3969465648854962, max accuracy:0.42093784078516905, loss:669.1865234375, min Loss:666.5104370117188
iteration 20000, accuracy:0.4122137404580153, max accuracy:0.42093784078516905, loss:662.4393310546875, min Loss:662.3230590820312
iteration 21000, accuracy:0.38495092693565974, max accuracy:0.42093784078516905, loss:662.0098266601562, min Loss:655.9574584960938
iteration 22000, accuracy:0.3511450381679389, max accuracy:0.42093784078516905, loss:657.7254638671875, min Loss:651.6171875
iteration 23000, accuracy:0.3914940021810251, max accuracy:0.42093784078516905, loss:647.0354614257812, min Loss:646.12060546875
iteration 24000, accuracy:0.4176663031624864, max accuracy:0.42093784078516905, loss:645.2866821289062, min Loss:640.4022216796875
iteration 25000, accuracy:0.40567066521264994, max accuracy:0.42093784078516905, loss:637.7869873046875, min Loss:634.7440185546875
iteration 26000, accuracy:0.40458015267175573, max accuracy:0.42093784078516905, loss:641.9514770507812, min Loss:628.724853515625
iteration 27000, accuracy:0.40458015267175573, max accuracy:0.42093784078516905, loss:623.0841674804688, min Loss:623.0841674804688
iteration 28000, accuracy:0.3642311886586696, max accuracy:0.42093784078516905, loss:626.0073852539062, min Loss:616.8436889648438
iteration 29000, accuracy:0.3936750272628135, max accuracy:0.42093784078516905, loss:623.7042236328125, min Loss:610.2778930664062
iteration 30000, accuracy:0.3675027262813522, max accuracy:0.42093784078516905, loss:609.1160888671875, min Loss:604.6500244140625
iteration 31000, accuracy:0.38276990185387133, max accuracy:0.42093784078516905, loss:615.392333984375, min Loss:598.5147094726562
iteration 32000, accuracy:0.3936750272628135, max accuracy:0.42093784078516905, loss:603.8119506835938, min Loss:592.266845703125
iteration 33000, accuracy:0.40021810250817885, max accuracy:0.42093784078516905, loss:597.2781982421875, min Loss:586.7847290039062
iteration 34000, accuracy:0.3980370774263904, max accuracy:0.42093784078516905, loss:599.8628540039062, min Loss:580.098876953125
iteration 35000, accuracy:0.37731733914940024, max accuracy:0.42093784078516905, loss:577.8455810546875, min Loss:575.5093994140625
iteration 36000, accuracy:0.4122137404580153, max accuracy:0.42093784078516905, loss:581.8812255859375, min Loss:570.203369140625
iteration 37000, accuracy:0.3696837513631407, max accuracy:0.42093784078516905, loss:565.6124877929688, min Loss:562.4397583007812
iteration 38000, accuracy:0.37731733914940024, max accuracy:0.42093784078516905, loss:562.0167846679688, min Loss:556.1295166015625
iteration 39000, accuracy:0.3271537622682661, max accuracy:0.42093784078516905, loss:565.8773193359375, min Loss:550.837890625
iteration 40000, accuracy:0.3675027262813522, max accuracy:0.42093784078516905, loss:554.294921875, min Loss:544.9898071289062
iteration 41000, accuracy:0.40567066521264994, max accuracy:0.42093784078516905, loss:559.3141479492188, min Loss:540.0106201171875
iteration 42000, accuracy:0.2202835332606325, max accuracy:0.42093784078516905, loss:562.2772827148438, min Loss:535.4466552734375
iteration 43000, accuracy:0.4187568157033806, max accuracy:0.42093784078516905, loss:546.8328857421875, min Loss:529.9995727539062
