iteration 1000, accuracy:0.2849740932642487, max accuracy:0.2849740932642487, loss:5974.32373046875, min Loss:5974.32373046875
iteration 2000, accuracy:0.30569948186528495, max accuracy:0.30569948186528495, loss:5719.70068359375, min Loss:5719.70068359375
iteration 3000, accuracy:0.37305699481865284, max accuracy:0.37305699481865284, loss:5549.05029296875, min Loss:5542.48046875
iteration 4000, accuracy:0.43005181347150256, max accuracy:0.43005181347150256, loss:5412.68359375, min Loss:5407.54345703125
iteration 5000, accuracy:0.40414507772020725, max accuracy:0.43005181347150256, loss:5297.1591796875, min Loss:5279.0986328125
iteration 6000, accuracy:0.40414507772020725, max accuracy:0.43005181347150256, loss:5146.2001953125, min Loss:5143.00537109375
iteration 7000, accuracy:0.38860103626943004, max accuracy:0.43005181347150256, loss:5040.73828125, min Loss:5031.568359375
iteration 8000, accuracy:0.44559585492227977, max accuracy:0.44559585492227977, loss:4929.16259765625, min Loss:4929.16259765625
iteration 9000, accuracy:0.42487046632124353, max accuracy:0.44559585492227977, loss:4859.5908203125, min Loss:4849.87646484375
iteration 10000, accuracy:0.46632124352331605, max accuracy:0.46632124352331605, loss:4782.60302734375, min Loss:4768.85400390625
iteration 11000, accuracy:0.41968911917098445, max accuracy:0.46632124352331605, loss:4751.60302734375, min Loss:4700.61279296875
iteration 12000, accuracy:0.44559585492227977, max accuracy:0.46632124352331605, loss:4656.63330078125, min Loss:4627.9228515625
iteration 13000, accuracy:0.41968911917098445, max accuracy:0.46632124352331605, loss:4631.73779296875, min Loss:4581.2021484375
iteration 14000, accuracy:0.44041450777202074, max accuracy:0.46632124352331605, loss:4533.0712890625, min Loss:4530.05615234375
iteration 15000, accuracy:0.40414507772020725, max accuracy:0.46632124352331605, loss:4549.90185546875, min Loss:4489.19580078125
iteration 16000, accuracy:0.43005181347150256, max accuracy:0.46632124352331605, loss:4452.654296875, min Loss:4449.20849609375
iteration 17000, accuracy:0.44041450777202074, max accuracy:0.46632124352331605, loss:4483.1962890625, min Loss:4408.15185546875
iteration 18000, accuracy:0.41968911917098445, max accuracy:0.46632124352331605, loss:4386.0927734375, min Loss:4377.50390625
iteration 19000, accuracy:0.45595854922279794, max accuracy:0.46632124352331605, loss:4306.052734375, min Loss:4291.62255859375
iteration 20000, accuracy:0.40932642487046633, max accuracy:0.46632124352331605, loss:4245.09423828125, min Loss:4238.974609375
iteration 21000, accuracy:0.41450777202072536, max accuracy:0.46632124352331605, loss:4223.65234375, min Loss:4192.6923828125
iteration 22000, accuracy:0.43523316062176165, max accuracy:0.46632124352331605, loss:4190.365234375, min Loss:4152.6923828125
iteration 23000, accuracy:0.36787564766839376, max accuracy:0.46632124352331605, loss:4298.7041015625, min Loss:4110.3818359375
iteration 24000, accuracy:0.46113989637305697, max accuracy:0.46632124352331605, loss:4076.2744140625, min Loss:4063.730712890625
iteration 25000, accuracy:0.45595854922279794, max accuracy:0.46632124352331605, loss:4062.964111328125, min Loss:4027.500732421875
iteration 26000, accuracy:0.44041450777202074, max accuracy:0.46632124352331605, loss:3984.4501953125, min Loss:3974.15185546875
iteration 27000, accuracy:0.47150259067357514, max accuracy:0.47150259067357514, loss:3962.710205078125, min Loss:3933.638916015625
iteration 28000, accuracy:0.41968911917098445, max accuracy:0.47150259067357514, loss:4165.548828125, min Loss:3891.31005859375
iteration 29000, accuracy:0.40414507772020725, max accuracy:0.47150259067357514, loss:3889.09716796875, min Loss:3853.161376953125
iteration 30000, accuracy:0.43523316062176165, max accuracy:0.47150259067357514, loss:3909.949951171875, min Loss:3813.351806640625
iteration 31000, accuracy:0.35233160621761656, max accuracy:0.47150259067357514, loss:3835.6728515625, min Loss:3770.642578125
iteration 32000, accuracy:0.43523316062176165, max accuracy:0.47150259067357514, loss:3787.405517578125, min Loss:3737.822998046875
iteration 33000, accuracy:0.3005181347150259, max accuracy:0.47150259067357514, loss:3957.904052734375, min Loss:3700.7431640625
iteration 34000, accuracy:0.43523316062176165, max accuracy:0.47150259067357514, loss:3695.65869140625, min Loss:3665.19677734375
iteration 35000, accuracy:0.45595854922279794, max accuracy:0.47150259067357514, loss:3874.06689453125, min Loss:3637.09521484375
iteration 36000, accuracy:0.43523316062176165, max accuracy:0.47150259067357514, loss:3821.30078125, min Loss:3598.175537109375
